text,Optimistic,Pessimistic,Sad,Surprise
"اللي معارض قرار التعليم الالكتروني ،    في نظركم ليش هي الخطة البديلة  (فرح)  ؟    في حال ان ما معروفة نهايته !  ",0,0,0,1
"من كثر النوم والروتين ، ما عاد اتذكر إذا صار معي الموقف بنفس اليوم أو باليوم اللي قبلو (حيره)  كورونا",0,1,0,0
   فيروس عزيز النفس!  لن يدخل بيتك إلا إذا خرجت ودعوته          ,0,0,0,1
عزائم الرجال   تلين أمامها حيود الجبال   لا مجال   نعم إذا زئر الأسود للمساومة لا مجال         #,1,0,0,0
لابد وأن تظهر الصحة الأعداد الحقيقية للمصابين بفايروس ..     مثل تلك المشاهد تدمي المقل !,0,0,1,0
كورونا   علمتنا درساً في غاية الأهمية   عندما تبقى وحيدآ ستنجوو   وعندما تتبع القطيع ستموت     ,1,0,0,0
 كورونا من جهه و الاختبارات من جهه  (بكاء)  (قلب_مجروح)  (قلب_مجروح) ,0,0,1,0
المهم الان في رمضان اوقفوا العمرة.  سينتهى العالم من كورونا ونبقى نحن نعاني,0,1,1,0
كورونا   علمتنا درساً في غاية الأهمية   عندما تبقى وحيدآ ستنجوو   وعندما تتبع القطيع ستموت     ,1,0,0,0
حجم التفاوت الطبقي بالعراق خطير جدا  كورونا في المنصور مثلا تختلف عن كورونا في احدى العشوائيات  حتى حق الحياة ذات منظور طبقي,0,0,1,0
والله إننا نعيش ازمة دراسية ونفسية اكثر من مرض كورونا ,0,1,1,0
ياخي انا عندي اقتراح تلغو الاختبارات من ١ ابتدائي الى ثاني متوسط وا نتمنى السلامه لي الجميع,0,0,0,1
تعافي حاج من فيروس كورونا يبلغ من العمر ٨٩ عاماً في مشفى فرقاني في مدينة قم,1,0,0,0
مع كورونا انا بديت اخاف ورح ارجع لربي تو صليت لي ركعتين وحسيت براحة نفسية ! توبو الى الله ياجماعة ماتدرون متى يومكم,1,0,0,0
صمود الدول أمام الأزمات  يقاس بفكر ووعي مواطنيها           ,1,0,0,0
الواحد من كتر الافوره و المخاوف و الخرا اللي حواليه بقي عايز تجيله كورونا و يخف او يتكل و يخلص .. وقوع البلا بقي ما تعذبوناش,0,1,0,0
احس ابريل بدايته كويسه بالنهاية يطلع كذب كله وناكل شي اعظم من كورونا,0,1,0,0
في عدد من الدول...مؤشر يسجل أدنى إغلاق في تعاملاته اليومية    ,0,0,0,1
افران سحر الطبيعة  (فرح)        ,0,0,0,1
هلا سؤال الواحد ازا تحمم بصير معاه كورونا ولا كيف؟؟؟ الريحه الناس الي بالحاره خرا🤮 طبعا مش الكل,0,1,0,0
لا تقلي كورونا وكلام فاضي   الناجح في عمله ناجح في كل وقت....,1,0,0,0
 الجندي الآن على الساتر يحمي العراق من داعش وانتم على الساتر تحمونا من كورونا,1,0,0,0
"يقائل لان إلي العقرب ولان ضَب،، وبِسّّم الصُّل ما بَنشَف ولا انضَب،، أنا بقلّك تَ تِتخبّى وَلا انضّب ،،  م رح تقدر ع كورونا النّياب ،،",0,0,0,1
يا جماعة كورونا كورونا لحد يدق تكفون  سولفوا معاي تكستنق واتساب تويتر سناب انشاالله حتى انستقرام بس لا تدقون كورونااا,0,0,1,0
 ما هى ممكن افتكرت أنه كورونا وهو كان برد عادى مادام راحت المستشفى يبقى ماكانتش عارفه ايه بالتحديد,0,0,0,1
"الدولة لن تترك أحدا يهددها أو يهدد أمن شعبها وصحتهم ، إلا وقد وضعت الخطط البديلة والحلول الكثيرة؛ فاطمئن  (فرح)  (فرح)     ",1,0,0,0
الجيش الأمريكي يختار جنرالاً رئيساً بدل ترامب إذا عجز الأخير عن قيادة البلاد جراء كورونا,0,0,0,1
نصائح لتقوية المناعة للوقاية من فيروس كورونا      ,0,0,0,1
"\ فعلاً كورونا كشفت أفكار نتنة مخبأة في صدور كنا نظنها رحبة \""",0,0,0,1
خبر صادم ومزعج: 30 الف حالة وفاة في اوروبا بسبب فيروس,0,0,1,0
مساء الخير أما بعد شعار اليوم حسبي الله على كورونا,0,0,1,0
بعد البرفسير راؤولت المهيم بنادي مرسيليا الدكتور كمون يبوح بعشقه لمحيط قرقنة    ,0,0,0,1
ماعاد صار عندي وقت اني اصيح !! الله ياخذ الجامعة و كورونا,0,0,1,0
في زمنا هذا شاهدنا عبر وعجائب وأكبر العبر في فيروس كورونا  غدر العالم كله وهذا بحكم الله سبحانه وتعالى فل نعتبر,0,0,1,0
 ممكن نعرف توقعاتك كرجل اعمال لازمة كورونا وامنى ممكن الاقتصاد يرجع بشكل طبيعي ؟!,0,0,0,1
 الواحد ممغوص من كورونا وأنتم في راشد والاغاني,0,0,1,0
عاااااجل   قررت وزارة الصحة انشاء غرفة فرز الكترونى للكشف عن فيروس كورونا بالمنازل لمنتفعى التأمين الصحى .,0,0,0,1
الناس في هذا الزمان تخوف أكثر من كورونا ( تحجرت القلوب !,0,0,1,0
تمفى يسلمان ياملكنا تكفى الغ الترم اذا ماتبي ينتشر كرونا الغ الترم ,0,0,1,0
أمريكا تسجل 865 وفاة بـ فيروس كورونا في يوم واحد  - الإصابات تجاوزت 190 ألف حالة حتى الآن من بينهم 1400 شرطي  أين سلاح الدمار الشامل  (كسل)  (كسل)  (كسل)  (كسل)  (كسل) ,0,0,0,1
الله يلعن كورونا والصين كمان ال بسببهم م حنطلع يوم ٦ ابريل (قلب_مجروح) ,0,0,1,0
بالله عليكم ده يجيله كورونا  دا يجيب   عن أتحدث  flexed_biceps  white_medium_star  fire ,1,0,0,0
سيتم القضاء على فيروس كورونا بعد قليل  (تأكيد) ,1,0,0,0
 الواحد مايدري يشيل هم كورونا ولا هم واجباته الدينيه ولا اختبارته,0,0,1,0
الحمد لله إيطاليا تنهي الحجر وتسيطر على كورونا ان شاء الله تكمل على خير    ,1,0,0,0
   فيروس عزيز النفس!  لن يدخل بيتك إلا إذا خرجت ودعوته          ,0,0,0,1
مشتاق للريال والشاورما بشكل خيالي  وحسبي الله في كورونا,0,0,1,0
لاشي في كورونا جميل  غير انه أبعد عنها أفلام ومسلسلات ولقطات الاكشن لبعض السياسين .     (رفع اليد)  light_skin_tone  (رفع اليد)  light_skin_tone ,1,0,0,0
شيء ما يحدث في حياتنا الاجتماعية !!!!!!... ربما سنحتاج ولو انتهى كورونا الى ان يبقى مجتمعنا معقما ويحتاج كل فترة الى حجر ..,0,0,1,0
"-   ترى هم هم اللي كانوا يدزون ،،،    لم ،،، ولن تغيرهم   -",0,0,0,1
       الزم بيتك .. لسلامتك وسلامة الجميع  (قلب) ️    STAY HOME  house ,1,0,0,0
"ستزول الغمة وتعود الحياة لطبيعتها، ثقةً بالله وحسن ظنٍّ به سبحانه،  لكن لا أظن أن الحياة بعد كورونا ستكون مثلما كانت قبله",1,0,0,0
       إلزم بيتك .. لسلامتك وسلامة الجميع  (قلب) ️    STAY HOME  house ,1,0,0,0
مع ازمة كورونا افوز بدور شغالة مع مرتبة الشرف الاولى  new_moon_face   الله لا يوفقك يالصيني  (حزين مصدوم) ️,0,0,1,0
"بكورونا او بدون كورونا , يبقى الأنعزال عن الناس فكرة عظيمة جداً.",0,0,1,0
 سلام عليكم هل سائل الديتول لتعقيم يقتل فايرس كورونا ومعتمد من الصحه,0,0,0,1
اطلاق سراح سجناء الاٍرهاب خوفاً تفشى يعتبر قنبله موقوته .,0,0,1,0
 سيتسبب في تغيير الكثير من وجوه السياسة ...     (رفع اليد)  light_skin_tone  (رفع اليد)  light_skin_tone ,1,0,0,0
" حتى تمر جائحة على من يملك المال أن يساعد الفقراء في هذه المرحلة حتى نعيش بأمان ، لأن الفقر يولد السرقة والقتل .",0,0,1,0
الحياة قبل كورونا جدا اشتقت لها مع انها ايام روتينية مافيها شي جديد,0,0,1,0
قرار الصين إغلاق مدينة ووهان حال دون اصابة اكثر من 700 الف شخص بفيروس كورونا ومنح مدناً اخرى وقتا ثمينا للاستعداد,0,0,0,1
  حصه الحربي اتوقع هي من ستكشف علاج كورونا وسوف يقف العالم وقفة احترام لكشتافها. (فرح) ️,1,0,0,0
انا مدري الحين ادعي يروح كورونا او يبقى الين 10 رمضان  (قلب_مجروح) .,0,0,1,0
"الصدقة من صنائع المعروف .. تقي مصارع السوء، في المحن يلجأ العبد الصادق إلى الله بالدعاء والأخذ بالأسباب التي تقي من البلاء.    ",1,0,0,0
معنا نعمل حملة استغفر لرفع البلاء علي لبييا ,1,0,0,0
 تكبر ظروف الزمن ولا تصاغر بي   انا خصيم الظروف ان الله احياني,1,0,0,0
"مصابين بفيروس كورونا المستجدّ هم ضحايا وليس مجرمين، المجرمون الحقيقيين هم الذين عمدًا يشوهون سمعتهم ويؤذونهم.  ",0,0,1,0
 هذا الشعور المختلط انا اعيشه من قبل كورونا . الله يفرجها ان شاءالله,0,1,1,0
"  أزمة كورونا .. جعلتنا نفكر كم ان الدنيا هشّه ، وكيف أن كل شيء معرض للخسارة بلحظة.  فالنتفكر",0,0,1,0
كورونا فايرس ستاااب يو كيلنق ذا فايب  (مخيب) ,0,1,1,0
عدد الوفيات بفيروس حول العالم يتخطى حاجز الـ45 ألف,0,0,0,1
اما بشوف وفيات ب و .مش قادرة اتضامن معهم بعكس و ,0,0,0,1
"يا اخوانا النيزك بس ، ماف حل تاني ",0,0,0,1
كرونا وحظر تجول وماكو سفر وكل شي مسكر والدنيا معفوسه    والسميري ومصعب الفيلجاوي ليلحين يتهاوشون     يرحم امكم بس خلاص,0,1,0,0
خبر جميل :     ارتفاع حالات الشفاء من الى   43 حالة  two_(قلب)s   يا رب  folded_hands ,1,0,0,0
تواريخ الاوبئة    1720 = الطاعون   1820=الكوليرا  2009=برشلونة  2020= كورونا,0,0,0,1
عدد الوفيات بسبب كورونا في ايطاليا اصبح خبر عابر و كاننا اتعودنا..,0,0,1,0
"لعبت نفسي من كورونا  (منزعج تعب ) 🤮🤮🤮 وين ما أروح أشوف خبر عن كورونا ، كافي عاد ",0,1,1,0
  انا طفشت مليت تعبت و الله المصاب بفيروس كورونا و يموت و يرتاح أفضل من الحياه هذي لانها تعب و اختناق,0,1,1,0
خليك ف دارك و خليني ف داري قلتلك  احسن كرمالك   برعاية اغنية ,0,0,0,1
"تسجّل 4،782 إصابة جديدة بفيروس 727 حالة وفاة جديدة ، ليصل العدد الإجمالي إلى 110،574 إصابة و 13،155 حالة وفاة",0,0,0,1
كريستيانو لايتوقف انتظروه بعد كورونا لائق بدنيا اكثر من مبابي بن العشرين وخليفة الرقم 7,1,0,0,0
 والسعوديون مثال للإنسانية التي تجلت في أروع صورها مع جائحة 🇸🇦,1,0,0,0
"\منقول\""",1,0,0,0
امريكا في حاجة لي مساعدة العالم لي تصدي الفيروس كورونا,0,0,0,1
"دكتور هندي يقول:  فيروس كورونا لديه عزة نفس ، لن يأتي إلى منزلك إلا إذا خرجت ودعوته انت   ",0,0,0,1
كورونا و قرارات الجامعة و مصير الطلبة كوم و دكتورتنا الغالية ف كوم اي والله عطوني افلام او مسلسل اطالعه متمللله  (استفهام) ,0,1,1,0
اكثر من ٨٠٪ ممن يحتاج تنفس صناعي بسبب لا ينجو من المرض,0,1,1,0
"الفوضى التي تخطط لها فئة سيخلقها كورونا،سيكون هناك ضرب سرقة عنف سلب وكراهية،الجار لن يأمن جاره.",0,1,0,0
النموذج الصيني يناسب دول مثل مصر والهند واوروبا المكتظة مثلا..     و ,0,0,0,1
الكل حتى شركات سوت مبادرة عشان الا ما شفنا منهم شي 🥴,0,0,0,1
"    ياليتنا ناخذ احتياطاتنا بعد من الناس ،،.  ونعقم قلوبنا بالمره .، cloud_with_rain ",0,0,1,0
"للحيني مصدوم كيف الشارجه تقول fuck corona و مخلين الصالونات و الحلاليق كلها فاتحة، يا جماعة والله مب حالة هذي  (بكاء) ",0,0,1,0
  سبحان الله و بحمده   سبحان الله العظيم    سبحان الله وبحمده   سبحان الله العظيم    ,1,0,0,0
كل الحالات المستقرة بس احنا مو مستقرين ,0,0,1,0
في ازمة فايروس كورونا تبرع فصيل مقاوم بانشاء اربع مستشفيات ميدانية       ,1,0,0,0
هل إذا انتهى فايروس كورونا سينتهي فيروس المجاهره بالفواحش والمعاصي,0,0,0,1
فيروس كورونا كشف عن أفكار نتنة مخبأة في صدور كنا نظنها رحبة. اللهم أرفع عنا الوباء  folded_hands  folded_hands ,0,0,1,0
درجات الحراره العاليه ربما تقضي على كرونا نرجي من الله الرحمه واللطف بالبلاد والعباد 🤲 light_skin_tone .,1,0,0,0
وزارة الصحة  no_entry   130 حالة جديدة بفيروس كورونا في الجزائر  الحصيلة ترتفع إلى 846 حالة مؤكدة  (خوف)   14وفاة ليوم (بكاء) ,0,0,0,1
" أثبت للعالم أن الإنسانيّة مبدأ ، ليس شعاراً تحت مظلّة هيئات ودول ..     بوطني ، ومليكي ، ومجتمعي  (قلب) ",1,0,0,0
الغو الترم انتم تضغطون على طلابككم غير ضغط كرونا  (بكاء)  ,0,0,1,0
بببككككككييييي وحشني والله والله (تعب)  اههخ يا ك fish  يا كورونا,0,0,1,0
هذه الفترة فرصة ممتازة لمتابعة ردود أفعال الشركات العالمية تجاه أزمة كورونا وكيفية تعاملها معها.    اختبار حقيقي للقدرات القيادية  (موافق) ,1,0,0,0
"الديموغرافيا لعبت دوراً رئيسياً في مواجهة كورونا  ففي السويد، أكثر من نصف الأسر السويدية تتكون من شخص واحد مما قلل من خطر الإصابة بكوفيد-١٩",0,0,0,1
"ومع انني من محبي المكوث بالبيت الا انني بالفترة الاخيرة \ما قبل كورونا\"" كُنت اخرج كثيرًا لاشتت عني تفكيري .. ازمة كورونا ستنهيني غالبًا!""",0,1,1,0
 الواعي هو طريق النجاة والنجاح      ,1,0,0,0
بلغ عدد اصابات فيروس حول العالم الان ٩٠٠٠٠٠ إصابة,0,0,0,1
فيروس كورونا   ينشط مع الفودكا  ولهذا السبب إنتشر في روسيا.,0,0,0,1
فاضل ١٠٠ الف ونقفل مليون اصابة بفيرس كورونا في العالم يعني حوالي ٨٠٠ الف اصابه خارج الصين,0,0,0,1
كورونا بينت ضعفكم واذلت تجبركم...من تكبر على الله أذله الله  ,0,0,1,0
ديمقراطية كورونا هي الحقيقية  فقد سأوت بين الجميع..  حاكم محكوم   ذكر انثي   غني فقير..,0,0,0,1
كرونا بينت ضعفكم واذلت تجبركم...من تكبر على الله أذله الله  ,0,0,1,0
قليل   أعمال شغب وتصادم بين اليهود وشرطة الاحتلال الصهيوني في الأراضي الفلسطينية المحتلة   بسبب فيروس كورونا   ,0,0,0,1
الكلام ده من مده الصين وروسيا بيحاولو ينفذوه لكن امريكا لهم بالمرصاد مره عقوبات ومره اتفاقيه مع الصين ومره كرونا  (حيره) ,0,0,0,1
عاجل | حاكم حالات الإصابة بفيروس في الولاية تجاوزت   83 ألفا,0,0,0,1
مع انتشار اجعل مصدرك الوقائي والمعلوماتي الوحيد وحذر من ..,1,0,0,0
اذا تم اكتشاف لعلاج كرونا ويصبح فعال 100٪ اتوقع و الله اعلم يكون علاج نهائي لعلاج الايدز... الله اعلم...,1,0,0,0
أمريكا تتعدى 200 ألف مصاب و 4400 متوفي بسبب كورونا ...,0,0,0,1
 heavy_large_circle ️ يحدث الان     وزير الإعلام يعلن تعافي حالة ثانية من فيروس كورونا ويتوقع خروجها اليوم من المستشفى (قلب) ️ folded_hands  light_skin_tone ,1,0,0,0
"تعلمنا من فيروس كورونا أن يومنا العادي لم يكن أبداً يوم عادي ، بل كان نعمة من نِعم الله سبحانه وتعالى علينا",1,0,0,0
واحد وستون حالة شفاء من فايروس كورونا الحمد لله ..,1,0,0,0
اللي ماتعلم دروس ولا استشعر النِعم من كورونا .. احب اقوله تراك شخص ميّت,0,0,1,0
"لا زلتم في بداية المعركة، الجنرال كورونا لا زال لم يحرك كل الجنود ولا زال في جعبته المزيد من الخطط",0,1,0,0
تم عزل منطقتي اليوم بالكامل بريف دمشق بسبب حالة وفاة أمرأه ب دعواتكم,0,0,1,0
مع هاد شي ناس غادي يتبدل لهم paradigm ديالهم !    ديرها ,0,0,1,0
\فإن جلَّ هذا الأمر فاللهُ فوقَهُ ,1,0,0,0
الخوف ليس من كورونا فنحن سنموت به أو بغيره لكن الخوف من القبر وظلمته والصراط وزلته والعذاب وشدته اللهم ارزقنا حسن الخاتمة,0,0,1,0
منتظر اللحظة اللي يعلن فيها العالم انتهاء وباء كورونا وعودة الحياة لطبيعتها يارب تكون قريبة  (سلام محبه) ,1,0,0,0
حسدوا الصحاب علي لمتهم جت كورونا و فرقتهم.,0,0,1,0
وكالة بلومبيرغ: تقرير للاستخبارات الأمريكية يقول إن الصين لم تبلغ عن الأعداد الحقيقية للإصابات والوفيات جراء كورونا,0,0,0,1
كورنا جندي خفي بدأ بالدول العظمى ليعلم الجميع أن الأمر لله لا ينجي منه مال ولا علم...,1,0,0,0
"*الهند*      *عدد الوفيات من*     *من كرونا : 3*     *من الضرب : 364,8922*",0,0,0,1
بكورونا أو بدون كورونا  يبقى الابتعاد عن البعض من البشر  فكرة عظيمة جدا...,1,0,0,0
هل سيعمل على اعادة النظر في الرأسمالية؟,0,0,0,1
"متاسفانه كارامون از \شنبه\""",0,0,0,1
الكويت:  الأيام دول فمن سرة زمانة ساءتة أزمان كورونا لا يعرف وافد من مواطن !! ( أقطهم بالبر),0,0,0,1
يا جماعه فكرو في الاهم ازاي نخرج من ازمه كورونا واي حاجه غير كدا تفاهات,0,0,1,0
الدولة الوحيدة عربيا.. وعالميا ضمن 20 دولة فقط حول أنحاء العالم لم تسجل أي إصابة بفيروس كورونا حتى اللحظة.,0,0,0,1
تفاقم الضغوط على الليرة اللبنانية بسبب إجراءات احتواء كورونا,0,0,0,1
كورونا علمتنا درسا في غاية الأهمية :    عندما تبقى وحيدا ستنجو .. وعندما تتبع القطيع ستموت . .,0,0,0,1
"ترى موب الطلاب اللي جابوا كورونا ، الغوه الله يرحم والديكم ",0,0,1,0
شعب اذا ضرب الكورونا رأته صاح الكورونا بأي ذنب أضرب شعب لبنان هو المرض المخفي بحد ذاتو   ,0,1,0,0
هذا واقع لو خيال   قتله بس ماكو قتال    ,0,0,1,0
عدد كبير من اطباء مستشفيات العزل تبرعوا بالمكافئة من اجل مواجهة فيروس كورونا (مبتسم_قليلا)  (قلب)  (قلب)  (قلب)   سامع يا فتحى  (مصدوم متشائم)  (مصدوم متشائم) ,1,0,0,0
"\اللهُم بلغنا صوم وقيِام رمضان وقد أصبحَ كورونا نسياً منسياً.\""",1,0,0,0
"في الجزائر :  الحجر المنزلي، السهل الممتنع.    للأسف غياب الوعي.     ",0,1,0,0
كورونا غير قاعده الاتحاد قوه الي التفرق قوه.  .  وقاعده الإقدام شجاعه الي التراجع نصر    تفرقوا,0,0,0,1
خلاص عاد مايصير نطوف سنة نكمل كورونا اعرف وش مصيري اعرف تخصصي و كل شي مستقر,0,0,1,0
: إصابات في العالم تتخطى الـ900 ألف,0,0,0,1
أول مرة يُعلن بنو البشر قاطبةً الدفاع بدلاً من المواجهة والهجوم - - - كورونا العدو الخفي,0,0,1,0
  اكتشاف علاج لفيرس كورونا والغاء الحظر   وتوجه كل الشعب الي المستشفيات لاخذ اللقاح,1,0,0,0
سبحان الذي جعل البشر جالسين في منازلهم خوفاً من شيء لا يعلمهُ إلا هو ...  ,0,0,0,1
     عسى ان تكون نهاية سبع عجاف .,1,0,0,0
"كما ظهر فجأة سيختفي فجأة،،، وأقرب مما نتصور بإذن الله.  ",1,0,0,0
"         ميزانيات ضخمة وكوادر   والنتيجة ...ماء كاظمة،  الله يعوض عليك يالكويت.",0,0,1,0
انا اذا بموت بموت من الارق والنوم المقطع مو من كورونا,0,1,1,0
 والحجر المنزلي خلت البنات الي ما تعرف تطبخ ولي مالها في الطبخ بدن يتفنن ف الطبخ وصارن يتابعوا حسابات الطبخ  (فرح)  face_with_tears_of_joy  برافوا عليكن .. clapping_hands  clapping_hands ,1,0,0,0
"بكورونا ولا بلا كورونا ،   الإبتعادُ على الناس   مافيش خـير منه",0,1,1,0
الناس تنام على اشياء حلوه وانا انام على احصائيات كورونا,0,1,0,0
ليت كورونا تجتاح الصين عن بكرة ابيها عدا المسلمين وتفكنا منهم انجس شعوب الارض🤮🤮🤮,0,0,1,0
تركيا/ تسجيل 2148 إصابة جديدة و 63 وفاة بفيروس كورونا خلال 24 ساعة,0,0,0,1
الاْردن كالبرتقالة اذا ما جرحت ازدادت ابتساما .    ,1,0,0,0
الحين ما تجيني هدايا هذا الشهر ؟   كله من كورونا  (مصدوم متشائم) ,0,0,1,0
 في شي بخلي الناس تقعد ببيوتها غير ,0,0,0,1
 هذى المفروض الناس تحسب كورونا مايداوم إلى العصر إذى بداء الحظر قسم بالله مهزله مقبل رمضان وحالنا كذى  (بكاء)  (بكاء) ,0,0,1,0
"الوضع الحالي مع فُرصة لـ شحن نفسك من جميع النواحي، فُرصة للهدووووووء والتركيز بعيداً عن رتم الحياة السريع ١",1,0,0,0
ايش بتسوي انت ,0,0,0,1
حينما ترى تجمعات وقت السماح وما تمثله من بيئة خصبة لإنتشار تدرك أن (قد) يكون وفق ما يراه المسؤولون.,0,0,1,0
فايروس كورونا ينتهي وتعود الحياه من جديد ,1,0,0,0
الوباء كالنَّار وأنتم وقودها  تفرَّقوا حتى لا تجد النار ما يُشعلها فتنطفىء - عمرو بن العاص ,1,0,0,0
أتمنى أن يجتاح ساحة العرضه مرض مشابه لفيروس كرونا  ويصيب المستشعرين وضعيفين المناعه الشعريه  ويبعدهم عن تشويه الشعر والتراث,0,1,0,0
من اليوم ورايح بقاطع المطاعم كلها حتى لو مطعم صحي واكلي بسويه بنفسي بالبيت انظف ما ندري بعد سواقهم فيهم كورونا ولا لأ,0,0,0,1
"الوضع الحالي مع فُرصة لـ شحن نفسك من جميع النواحي، فُرصة للهدووووووء والتركيز بعيداً عن رتم الحياة السريع 1️⃣",1,0,0,0
الشعوب ستنسى الارهاب وداعش وفوبيا الاسلاميين... والاسيويين ستنسيهم,1,0,0,0
صداع ملازمني من يومين وحاسه بهبوط حسبالي كورونا نهايتها طلع ضغطي نازل  (قلب_مجروح) ,0,0,1,0
ممكن احد يرد عليا في موضوع الرحلات هل مفتوحة أو لا ؟؟ ,0,0,0,1
كان فيه حالة كورونا النهارده فى الرابع وماتت فى الاسانسير...خلى بالكم على نفسكم يا جماعة وخدوا حذركم على قد ما تقدروا,0,0,1,0
لا توجد أي حالات جديدة بفيروس كورونا اليوم     🤲 dark_skin_tone ,1,0,0,0
ارتفاع حالات الإصابة بفيروس كورونا المستجد في المغرب إلى 642 حالة مؤكدة بعد تسجيل 40 حالة جديدة خلال الأربع وعشرين ساعة الماضية.,0,0,0,1
عاجل  (محظور)   .    .  في خبر سار ..    البحرين تعلن شفاء وتعافي 21 حالة من المصابين بفيروس كورونا ليرتفع إجمالي المتعافين إلى 337 حالة .  .    .  البحرين,1,0,0,0
المنزلي على 30 شخصا لتفادي انتشار     تردد القناة : 27500 / H10892,0,0,0,1
سؤال موجه للمختصين فقط    هل المتعافين من كورونا عرضة للإصابة به مرة أخرى؟؟,0,0,0,1
يقولون الحياة بعد راح تختلف خصوصًا العادات اليومية من الأكل والمصافحة والنظافة ..,1,0,0,0
مصدر بالبنتاغون: إصابة أكثر من 4000 بحار أمريكي على متن حاملة الطائرة “يو إس إس ثيودور روزفلت” في المحيط الهادئ بـ .,0,0,0,1
اكتشاف عقار يقضي على كورونا الفيرس في ست ساعات...,0,0,0,1
عاد الصدق من الحين متحمسه للفعاليات اللي بتصير بعد ما يختفي كورونا وينفك الحضر ان شاءالله,1,0,0,0
"*الهند*      *عدد الوفيات من*     *من كرونا : 3*     *من الضرب : 364,8922*",0,0,0,1
الجو النهاردة في منتهي الجمال بس طبعا احنا اتحكم علينا بالحبس  (بكاء)  (بكاء)  ,0,0,1,0
أنباء عن شفاء حالة تانية من وباء كورونا فى السودان...  (فرح)    rose  rose   ,1,0,0,0
معظم الناس يتحدثون عن الآثار الصحية والاقتصادية ل والقليل منتبه لآثاره الاجتماعية,0,0,1,0
بما ان المعلم !  اختفى على ارض الواقع ! لماذا لا يتبرع بجزء من راتبه لجهود مكافحة .,0,0,0,1
كورونا بينت ضعفكم واذلت تجبركم...من تكبر على الله أذله الله .    ,0,0,1,0
تقريبا قبل دخول الصيف كل المانى والمانية هيكون اتعملهم تحليل كورونا ..التارجت ٤٠٠ الف تحليل فاليوم,0,0,0,1
تمنى أن لا يمّر علينا أصعب من هذه الأيام .        ,1,0,0,0
يارب كورونا يطلع من كذبات ابريل ابي اطلع,1,0,0,0
عاجل / وزير الصحة: تسجيل 4 إصابات جديدة بفيروس كورونا في الأردن.(بترا),0,0,0,1
"كورونا أثبت أن الدين والعلم والصحه ،   أهم من المال والطعام وإن اللجوء ،  إلى الله والأخذ بالأسباب هما الأمل الوحيد ..\ ",1,0,0,0
بعد انتهاء ازمه كورونا باذن الله اتمنى دعم الحكومه للشباب الكويتي وتشجيعهم على الالتحاق بالمعاهد والكليات الطبيه,1,0,0,0
 الحكومه الايرانيه تقترب من كشف علاج كورونا,0,0,0,1
الشفاء 6 - الاصابة 4     1 - 0     يا رب لك الحمد  (قلب) ,1,0,0,0
واحدة من حسنات   أنه أظهر حاجة العالم لبعضه البعض,1,0,0,0
أشعر أن هذا الكابوس المسمى # كورونا سينهى كل بذور الشر فى العالم قولوا امين,1,0,0,0
"_    ازمة كورونا غيرت مفاهيم العالم، احدها الدول التي ظننا انها كبيرة لم تعد كذلك.",0,0,0,1
كلنا فخر باجراءات الاردن في هذه الأزمة  (فرح)  red_(قلب) ️  ,1,0,0,0
قرابة 912 الف اصابة و 45 الف قتيل 190 الف حالة شفاء.. و غدا 6 غرينتش ندخل على المليون الثاني ..,0,1,1,0
كوفيد ١٩ يشعرك انه درس اللي ما استفاد و تعلم منه ما عمره راح يتعلم,1,0,0,0
"حصيلة إصابات وباء فيروس كورونا حول العالم تتخطى حاجز \900\"" ألف إصابة.",0,0,0,1
إسطنبول هى اكثر المحافظات التى ضربها كورونا فيروس  (بكاء)  (بكاء) ,0,0,1,0
مش عارفه انا الوحيده الي شايفه كدا وله إيه بس في حاجات كويسه كتير ظهرت من ساعه ما فايرس كورونا ظهر,1,0,0,0
__ اجتماع استثنائي بين و لبحث جهود مكافحة وباء كورونا والاوضاع الاقتصادية بالبلاد,0,0,0,1
4 اصابات جديدة بفايروس كورونا   الحمد لله العدد يتنازل,1,0,0,0
العالم عجز عن صد كورونا  ,0,0,1,0
ياليت يالغئ الترم وينجحون الطالب كافي كورونا    ,0,0,1,0
حتى النوم طفش مني خلاص كورونا وقف شوي لو سمحت بليز يعني,0,0,1,0
"- يحسُب العرب بأن ڤايروس كورونا عليهم إبتلاء، ولكنهُ على الغرب عقاب !  ",0,0,0,1
لازم كورونا يروح والحجر يوقف لاني صدق بديت انسى كيف اتعامل مع الناس,0,0,1,0
مجتمعة تقدم ١٥٦ مليون لمواجهت   بينما تقدم ٢٠٠ مليون,1,0,0,0
 هيدي السنه يجي فيها فيروس كورونا سبحان الله,0,0,0,1
بدأت تظهر أعراض الجهل في طبقة إطارات الدولة.   ,0,0,1,0
 شعبا وحكومه يثبت للعالم اجمع اننا يد واحده ومتماسكين ومتعاونيين ضد وباء فيروس ,1,0,0,0
من يريد الحج والعمرة هذا العام فليطوف حول بيوت الفقراء double_(استفهام)   ⁧,0,0,0,1
فعالية:  بعدكل الي مرينا بيه وسمعنا عنه   وش رأيك بمرض كورونا ؟,0,0,0,1
من عاش بعد كرونا كتب له عمر جديد  اللهم بارك لنا فى شعبان وبلغنا رمضان,1,0,0,0
انا اتوقع   كورونا ب تنتهي   بعد سنتين   وانتم كيف  (حيره) ,0,1,0,0
