text,sentiment_id,Sad,Surprise,Optimistic,Pessimistic,Thankful,Empathetic,Anxious,Annoyed,Denial,Official,Joking
خلاص يا عالم دخلنا شهر ابريل المفروض تعترفولنا ان كورونا هي كذبة ابريل,Neutral,0,1,0,0,0,0,0,0,0,0,0
" هذي تأثيرات هرمونات الحمل ،، ولا فيه أحد يقول مرح والناس منحجرين بسبة كورونا",Neutral,0,1,0,0,0,0,0,0,0,0,0
 تأكد لنا انكم دلوخ وكذابين ودجالين !  منصور تم استدعائه لمخالفته نظام العزل بسبب ,Negative,0,0,0,0,0,0,0,1,0,0,0
 تعلمت من كورونا انه القضيب يطول😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 وجاءت كورونا لتعصف بها واحد تلو التالي....,Negative,0,0,0,1,0,0,0,0,0,0,0
     الشدائد ﻣﻬﻤﺎ ﺑﻠﻐﺖ وتعاظمت ﻻ تدوم ﻓﺮﺣﻤﺔ الله أعظم وفرجه أقرب.   صباحكم ثقة بالله,Positive,0,0,1,0,0,0,0,0,0,0,0
 انا بس مستغرب للدرجة اللي تخليني افكر في الانتحار لولا الحرام  يلا ما عليه كورونا ما يقصر,Negative,0,0,0,1,0,0,0,0,0,0,0
 شكله متكرون “CORONAVIRUS” الله لا يبلانا 😏,Neutral,0,1,0,0,0,0,0,0,0,0,0
     اللهم إنَّا نسألك أن تحمي هذه الأبدان من الآلام.. وأن تحمي هذه العقول والقلوب من المخاوف والأوهام..,Positive,0,0,0,0,0,1,0,0,0,0,0
خلو الناس دخلو كلهم من الإمارات للخرطوم وهسي مانعني أمشي من الدروشاب لي أركويت قبل الساعة ستة     يوميات الدولة الخريالية ,Negative,0,0,0,0,0,0,0,1,1,0,0
 وجاءت كورونا لتعصف بها واحداً تلو التالي....,Negative,0,0,0,1,0,0,0,0,0,0,0
 راه هي Queen ومع اصابة ووفات بعض افراد العائلات الملكية خافت كورونا,Joking,0,0,0,0,0,0,0,0,0,0,1
حديث بين سيدتين :  سمعنا معك كورونا !! اي والله  صيني ولا ايراني؟؟؟! بالله شو؟؟  ايطالي حبيبتي ايطالي🤦‍♀️🤣😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 كورونا ذكر؟ أم أنثى؟    إذا كشفَ زيفَ إنسانية الرأسمالية فهو ذكر.  و إذا كشفت زيف إنسانية الرأسمالية فهي أنثى.,Neutral,0,1,0,0,0,0,0,0,0,0,0
"لو حد حكالك علي كورونا والحظر الي احنا فيه دلوقتى قبل ما يحصل .،،،، كان ممكن ترد وتقول له ....  ده ايه الخيال الاووووفر ده 🤨",Neutral,0,1,0,0,0,0,0,0,0,0,0
 الله يسلط عليها كورونا وما يلقون لها سرير وتموت فالشارع,Negative,0,0,0,0,0,0,0,1,0,0,0
خبر محزن   نرجو أن يكون الأخير من حالات الإصابة بـ     ,Negative,1,0,0,0,0,0,1,0,0,0,0
يعني العلماء بالمختبرات يجربو ع الفيران لقاح  وانتو كنتو تدعون صرتو تتحلمون بالكورونا 😭🏃,Negative,1,0,0,0,0,0,0,1,0,0,0
" نفسي،بس الموضوع بتاع كورونا دا يخف شوية،مش عاوز أركب مواصلات في الظروف دي.",Negative,0,0,0,0,0,0,1,0,0,0,0
 كورونا من جهه وذا من جهه ادعمني وفكني من الدنيااا,Negative,0,0,0,0,0,0,0,1,0,0,0
 نعم تدور الدوائر على امثال ال كورونا,Negative,1,0,0,0,0,0,0,1,0,0,0
 الغباء ف عهد كورونا هههههههههههههههه,Joking,0,0,0,0,0,0,0,0,0,0,1
نتباعد اليوم بحذر لنجتمع غدآٓ بسلام......       ,Positive,0,0,1,0,0,0,0,0,0,0,0
"اللهم إني ظلمت نفسي ظلمًا كثيرًا، ولا يغفر الذنوب إلا أنت. فاغفر لي مغفرة من عندك، وارحمني إنك أنت الغفور الرحيم.  ",Positive,0,0,0,0,0,1,0,0,0,0,0
"تبقى الأماني ما عشنا معلَّقةً  حتى وإن أبطأتْ يأتي بها اللهُ  \ زوال كرونا يا الله ، وتعود الحياة لوضعها الطبيعي قبل رمضان \""",Positive,0,0,1,0,0,1,0,0,0,0,0
تمَّ القضاء على فايروس كورونا  والجميع في صحةٍ وعافية  اخرجوا من بيوتكم  و صلّوا في المساجد  وأكملوا حياتكم الطبيعية.  اللهم هذا اليوم ❤️🙏🏻,Positive,0,0,1,0,0,1,0,0,0,0,0
اغلب المخابز توقفت اليوم بحجة التعقيم من كرونا ودرجة حرارة الفرن لايخفي لاحد إنه التحايل وعدم الاخلاق اصحي ياحكومة,Negative,0,0,0,0,0,0,0,1,0,0,0
"                :    اللهُم صبراً، اللهُم جبراً، اللهُم قوة .",Positive,0,0,0,0,0,1,0,0,0,0,0
فرانس برس:   أكثر من 42 ألف وفاة في العالم جراء كورونا نحو ثلاثة أرباعها في أوروبا.....,Neutral,0,0,0,0,0,0,0,0,0,1,0
 المواطن الصيني اللي اكل خفاش مما ادي لحمله لفيروس كرونا ومنه انتقل هذا الوباء اللعين للكرة الارضيه جمعاااء,Negative,0,0,0,0,0,0,1,1,0,0,0
   مين بس يا هندسة اللي يجيله كورونا.  دا كورونا يخاف لتسيب تويتر خالص   امال يقعد يتابع مين لما يكون فاضي في فترة الحظر😂😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
هوه انتو ميجيس ليكوا كرونا ونخلص منكو 😭😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
أظن أن فريق أجرى تجاربه على الخفافيش نفسها التي نقلت للإنسان,Neutral,0,1,0,0,0,0,0,0,0,0,0
 يارب عافيه للمتألمين وغفراناً للمذنبين ورحمةً للمتوفين وفرحاً وفرجاً لبقيتنا أجمعين.,Positive,0,0,0,0,0,1,0,0,0,0,0
 انزين والملابس جي غلط جان حط شي وبعدين شهل كرونا الي في كل مكان متواجد😔,Negative,1,0,0,0,0,0,0,1,0,0,0
"\البلاد ستمرّ بأسبوعين مؤلمين جداً جداً\"" يصف الوضع بسبب ",Neutral,0,0,0,0,0,0,0,0,0,1,0
اقسم باالله اي حد هيتساخف ويقلك حد جاله كورونا ولا مات بسببها والشغل ده بالجزمة هه👍,Negative,0,0,0,0,0,0,0,1,0,0,0
" دكتور صلاح ليش ماتجتمعون انتم حقين العلم النفسي وتسوون جذب لنهاية كورونا ،",Joking,0,0,0,0,0,0,0,0,0,0,1
 😂😂😂😂 أهم شئ المسافه اللي بينهم عشان للتوضيح بس 😂,Joking,0,0,0,0,0,0,0,0,0,0,1
موقعه مقفل الحين للاسف .. بإذن الله اول شي بسويه اذا انتهت أزمة كورونا هو اني بشتري كل ملابس موقعه + حقت ايمينم,Positive,0,0,1,0,0,0,0,0,0,0,0
" ربِ إنك ترانا وتعلم بحالنا فبدل عسرنا يسراً ، و أبدل شدتنا بالفرج القريب من عندك يا كريم🤲🏼",Positive,0,0,0,0,0,1,0,0,0,0,0
 على اساس جيرانكم بيعلقون لوحة ترا ولدنا فيه كورونا,Joking,0,0,0,0,0,0,0,0,0,0,1
في وحده الله يستر عليها كانت تنتظر عيد ميلادها عشان تسويهه و جاء كرونا هههههههههههههههههههههههههههههههههههههههههههههههههـة😭.,Joking,0,0,0,0,0,0,0,0,0,0,1
بموت الماما تقول شكله كورونا بتستمر سنين و اني قلت بالغلط ياررررربببب و كلهم انصعقوا .,Negative,0,0,0,0,0,0,1,0,0,0,0
خوصصة التعليم والصحة: جريمة لا تغتفر       ,Negative,0,0,0,0,0,0,0,1,0,0,0
 يابن الحلال عازل نفسه عنهم عشان كرونا,Neutral,0,1,0,0,0,0,0,0,0,0,0
هنلاقي كمان شوية شخص سدغ يقول انه تحليل كورونا طلع موجب فحنا نتخض يقول كدبه ابريل ونموت كلنا من الخخهخهخههخيخيو بتاعه,Joking,0,0,0,0,0,0,0,0,0,0,1
 لولا هؤولا لما عرفنا عن كورونا اساسا😅,Joking,0,0,0,0,0,0,0,0,0,0,1
سيتغير العالم بعد حرب كرونا وسيكون الحال افضل للدول الفقيرة مع توازن القوى العالميه,Positive,0,0,1,0,0,0,0,0,0,0,0
 الحمدلله رب محنه في بطنها رحمه ازمة كورونا كشفت كثير من الاقنعه والمنافقين من شيوخ وعلماء حيض دول وشعوب وافراد,Neutral,0,1,0,0,0,0,0,0,0,0,0
عاجل | جامعة جونز هوبكنز: تسجيل 3900 حالة وفاة ونحو 189ألف مصاب بفيروس كورونا في الولايات المتحدة,Neutral,0,0,0,0,0,0,0,0,0,1,0
 😒😒وربي مو خايفة من كورونا مو خايفة الا لا تجلطونا بواجباتكم المعقدة👊🏻.اكيد وبقوة.,Negative,0,0,0,0,0,0,0,1,0,0,0
وبدون إجراءات العزل يتوقع أن تصل الوفيات من 1.5 الى 2.2 مليون مواطن في أسابيع من فيروس !!,Negative,0,0,0,0,0,0,1,0,0,0,0
 ما نفس كاندي ..  الناس عايزين يوجهو عشان يساعد البلد ضد كورونا أهم,Neutral,0,1,0,0,0,0,0,0,0,0,0
الله يلعن كورونا مشتهيه أفوكادو مع حليب من محل العصير المفُضل💔💔,Negative,1,0,0,0,0,0,0,1,0,0,0
لما بفتح الانستا بحس أن مفيش فيروس كورونا في العالم 😂😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
  كورونا وحجر وطفره ولعنة جدف الله يأخذكم أخذ العزيز المقتدر .,Negative,0,0,0,1,0,0,0,1,0,0,0
متوفر للتفاصيل التواصل خاص             ,Neutral,0,1,0,0,0,0,0,0,0,0,0
دامك ما تبيني أظن دربك تدله شنو يعني أنت غيرك حطني بعيونه ماهمني وهجرته.  ,Negative,1,0,0,0,0,0,0,1,0,0,0
 الناس فيها كورونا وامراض وانت تتحدث عن كسوف فريق ادارته لا تجرؤ على كبح اخطاء حمد الله    نقطنا بسكاتك,Negative,0,0,0,1,0,0,0,1,0,0,0
كورونا اعطاني بروڤا للبعد عن الاصدقاء لتجربتهم إلكترونيًا   تجربه يُشكر عليها ولو أنها صعبه ولكن هي واقع قادم,Neutral,0,1,0,0,0,0,0,0,0,0,0
 الحمدلله بالسعودية العلاج مجاني للسعوديين قبل الكورونا و الى الان و الحين صار مجاني للاجانب بعد ازمة كورونا,Positive,0,0,1,0,1,0,0,0,0,0,0
 بلد جميل وحضاره عريقه وحلقه وصل بين ثقافه اوربا وافريقيا واسيا كل العالم يتمنى لها كل خير وان تنتهي ازمه كورونا,Positive,0,0,1,0,0,1,0,0,0,0,0
العموم يبي يصير نشرة الاخبار اليوميه مع أزمة كورونا 🙂,Neutral,0,1,0,0,0,0,0,0,0,0,0
مهما تباعـدنا ترى الـود واصل    لو لا ظـروف الوقـت ولاّ كورونا    لـو سكّرت أبواب كـل التـواصل    بأمر الولي انعود للي .. احترونا. ,Positive,0,0,1,0,0,0,0,0,0,0,0
ماحد يكلملنا محمد رمضان يتوسطلنا عند كورونا مهي كلها فيروسات مش كان بيقول انا فيرس بردو😏  ,Joking,0,0,0,0,0,0,0,0,0,0,1
 في تطبيق موعد.               ,Neutral,0,1,0,0,0,0,0,0,0,1,0
عاجل | جامعة جونز هوبكنز: تسجيل 3900 حالة وفاة ونحو 189ألف مصاب بفيروس كورونا في الولايات المتحدة,Neutral,0,0,0,0,0,0,0,0,0,1,0
 ننزل اي يبنتي دة انا بقول لماما انا راحة لستو قالتلي معنتش هدخلك البيت بدام خرجتي منو غير لما موضوع كرونا دة يخلص 😂😂😂💔,Joking,0,0,0,0,0,0,0,0,0,0,1
بعد ٥٠ سنة من العزلة 😂 كم سنة تعتقد راح ت,Joking,0,0,0,0,0,0,0,0,0,0,1
الطبقة الوسطى هي من يواجة كورونا مباشرة اليوم والأجهزة الأخرى مساندة  # حيوا معي الطبقة الوسطي وادعوا لها بالتوسع اكثر من اجل توازن المجتمع,Positive,0,0,0,0,1,0,0,0,0,0,0
"مع هذا الوباء تعلمنا من فيروس كورنا إن يومنا العادي ماكان ابداً يوم عادي ، إنما كان نعمة من نعم الله سبحانه وتعالى",Positive,0,0,1,0,0,1,0,0,0,0,0
اللهم انصر كورونا   على كل من شارك وتأمر وتاجر بدماء الشعب السوري من المنافقين والمتأسلمين والقتلة من الفرس والمجوس وبشار الكيماوي واذنابهم,Positive,0,0,0,0,0,1,0,0,0,0,0
دكتور انصاب بـ .. مو تارس عينه احد خرا عليه من فايروس ,Negative,0,0,0,0,0,0,0,1,0,0,0
لان الحادث يموت شخص. لكن كورونا يصاب شخص ويعادي ١٠٠ شخص ويتعذب معهم ٣٠٠ شخص,Negative,1,0,0,0,0,0,1,0,0,0,0
 مع فايروس كورونا راح تقوم الحرب بين     🔥الطويلات × القصيرات 🔥    😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
يغلقون الجوامع خوفآ من كورونا   لماذا لايغلقون الملاهي والبارات خوفآ من الله !!  ,Negative,1,0,0,0,0,0,0,1,0,0,0
 الحمدالله ان كورونا طلعت حقيقتك اتفيهه,Negative,0,0,0,0,0,0,0,1,0,0,0
 ماهي فرصة وجتلكم علي طبق من دهب....منك لله يا كورونا 😭😭😭,Negative,1,0,0,0,0,0,0,1,0,0,0
 مش هل درجه كرونا وسكر واجد علينا   😂,Joking,0,0,0,0,0,0,0,0,0,0,1
" ليش \ست كورونا\"" من وين جاء التأنيث ! فيروس كورونا و أيضا وباء كورونا هو مذكر غير مسالم !""",Joking,0,0,0,0,0,0,0,0,0,0,1
وقت الشدايد تظهر معادن الناس كورونا طيح الاقنعه,Neutral,0,1,0,0,0,0,0,0,0,0,0
الشعب يفكرون فيروس كورونا يتوقف الساعة ٦ ومايرجع إلا الساعة ٧ مساء   عشان كذا تبدأ الزيارات والخروج من الحين,Joking,0,0,0,0,0,0,0,0,0,0,1
مو متضايقة من أزمة كورونا كثر اشمئزازي وضيقتي من الأزمة الأخلاقية الي العالم قعد يمر فيها..,Negative,1,0,0,1,0,0,0,1,0,0,0
 ده مرض اقعب من كورونا اقري ليه 😂😂😂 او ليهو,Joking,0,0,0,0,0,0,0,0,0,0,1
 موقفين حاليا لين تهدا سالفه كورونا 🌝,Neutral,0,1,0,0,0,0,0,0,0,0,0
    كلامها اسقطها من عيون الكثير والي يسقط من العين مرده القاع   شكرا كرونا,Neutral,0,1,0,0,0,0,0,0,0,0,0
مش هينفع كدا الاسرائيليين مش حمل كورونا كلها اسبوعين ويخلصوا,Joking,0,0,0,0,0,0,0,0,0,0,1
 اخوي لا اقول الصيف يقضي على كورونا اقول يخفف من سرعة انتشاره بعني يبكون موجود ولكن ضعيف الانتشار عكس الشتاء,Positive,0,0,1,0,0,0,0,0,0,0,0
كلنا ندري ان كورونا بيقعد لين رمضان ويمكن العيد بعد,Negative,0,0,0,1,0,0,0,0,0,0,0
 طيب انتبي لا تدخل كورونا فيه بس😂,Joking,0,0,0,0,0,0,0,0,0,0,1
فيه فكرة بكراسي لها سنوات. ما اختفت الا من طلع مرض كورونا .,Negative,1,0,0,0,0,0,0,1,0,0,0
سبحان مغير الاحوال بالأمس كانت الهجرة من دول شمال أفريقيا لأوربا ليعيشوا والان التهريب من أوربا لدول شمال أفريقيا ليعيشوا ,Neutral,0,1,0,0,0,0,0,0,0,0,0
 لا تداوم نخاف عليك من كورونا 🥺🥺,Negative,0,0,0,0,0,0,1,0,0,0,0
اذا جانا اصدار ثاني من كورونا راح تكون منهم مو من الصين هههههههههههههههههههههههههههههه,Joking,0,0,0,0,0,0,0,0,0,0,1
ما حال الدول المتقدمة في ظل وجود كورونا,Neutral,0,1,0,0,0,0,0,0,0,0,0
 اذا خلصت كورونا نكرمك ان شاءالله,Positive,0,0,1,0,0,1,0,0,0,0,0
ضليت شهرين كاملين بزبط بنومتي مشان بل اخير كورونا يخربها,Negative,0,0,0,1,0,0,1,0,0,0,0
- هو انتى كورونا !؟  لا ليه !  - أصلك بتتنقلى من واحد للتانى بسرعة.,Joking,0,0,0,0,0,0,0,0,0,0,1
شرايكم نسوي يوم مفتوح بالافنيوز بس حق الناس اللي مافيهم كورونا,Joking,0,0,0,0,0,0,0,0,0,0,1
قبل امس طالبه من سلفرجز لندن بؤرة تفشي الوباء و توه دازين انه طلبي وصل الكويت... لا كورونا يعطلهم و لا حرب يلدهم😬,Joking,0,0,0,0,0,0,0,0,0,0,1
 لاحول ولاقوة إلا بالله ! لا ويبغونا نتعلم لغتهم من له نفس بعد كورونا !,Negative,1,0,0,0,0,0,0,1,0,0,0
 علاج كرونا مجاني وفحص التأكد من وجوده مجاني ( إنتهى ),Positive,0,0,0,0,1,0,0,0,0,0,0
 المقطع قديم بداية كورونا بس الناس تحب تتبع الزلات,Neutral,0,1,0,0,0,0,0,0,0,0,0
 متأكد هذا المنظر على من  بقلبه مرض أشد ضراوة من  جائحة كورونا نفسها,Negative,0,0,0,0,0,0,0,1,0,0,0
ناس يعانون من فايروس     وناس يعانون من فايروس      وناس يعانون من    الله يشافي الجميع,Negative,0,0,0,0,0,0,0,1,0,0,0
انشاء الله اول ما نلقي علاج للكرونا   هندور علي علاج للبكاسة   ,Positive,0,0,1,0,0,1,0,0,0,0,0
" بعد كورونا بتجي الحرب العالمية و قاعدين يتجهزون لها ، شفيكم انتم !!!",Negative,0,0,0,0,0,0,0,0,1,0,0
 خلصنا من القطرية   الحين جاتنا وزارة التربية و التعليم   شكلها السالفة مطولة   كورونا,Negative,0,0,0,1,0,0,0,1,0,0,0
" اي تخلص كورونا بخير ويبقوا يقطعوا الطرقات، هيدا اذا كورونا ما سبق وقطعلهم ارواحهم.",Negative,0,0,0,1,0,0,0,0,0,0,0
كورونا الملعون خلاني دايم نايمه وكسوله كني خالد.,Negative,0,0,0,1,0,0,0,1,0,0,0
جامعة جون هوبكنز: 865 حالة وفاة في الولايات المتحدة بفعل فيروس كورونا في يوم واحد,Neutral,0,0,0,0,0,0,0,0,0,1,0
 احد قالهم ردوا علي المزارع لا تحوشكم كورونا وانحاشوا😃🐐🐐🐐,Joking,0,0,0,0,0,0,0,0,0,0,1
" اسكت انا اخدت العيال ونزلت كفر الشيخ عشان كورنا , قوم ايه ، البلدين اللى حولين بلدنا فيهم حالات 😂😂😂",Joking,0,0,0,0,0,0,0,0,0,0,1
جامعة جون هوبكنز: 865 حالة وفاة في الولايات المتحدة بفعل فيروس في يوم واحد,Neutral,0,0,0,0,0,0,0,0,0,1,0
 كورونا يصيب البشر ولا يعرف مسؤول او مواطن عادي ... إلا المسؤولين العراقيين فهم ليس من البشر,Negative,1,0,0,0,0,0,0,1,0,0,0
" فايروس الميرس من نفس عائلة \كورونا\"" و كان ينتشر في الصيف . كل نوع من فيروسات كورونا يتشابه مع بالشكل فقط و ليس اُسلوب الانتشار""",Neutral,0,1,0,0,0,0,0,0,0,1,0
\ تمَّ القضاء على فايروس كورونا,Positive,0,0,1,0,0,1,0,0,0,0,0
 لاتكفر ياخوى ❌  كورونا لعب فى العالم   انت رجال عمرك تعدى الاربعين وتقول هالكلام حرام عليك,Negative,0,0,0,0,0,0,0,1,0,0,0
"الشعب الأمريكي مبتلى ب\ترامب\"" قبل كرونا .. روعهم""",Negative,1,0,0,0,0,0,0,1,0,0,0
 happy birthday 🙆🏻💜   عاد حاولي تستمتعي في دا اليوم حتى لو في كورونا 👍🏻🌚,Positive,0,0,1,0,0,0,0,0,0,0,0
"الذي ينظر في إجراءات الدولة لمكافحة فيروس للحفاظ على حياة المواطنين ، يرى القيمة الحقيقة لما يسمى في الشرع بباب سد الذرائع .",Positive,0,0,0,0,1,0,0,0,0,0,0
الحين حسين الجسمي ليش ما يغني عن كورونا ويفكنا منه,Joking,0,0,0,0,0,0,0,0,0,0,1
دعوه من القلب   اللهم اجعل هذا الشهر شهر به الخير وارزقنا العافيه وابعد عنا   وسلم على عبادك 💚  صباح الخير 💐,Positive,0,0,0,0,0,1,0,0,0,0,0
فاضل اعمل اكونت على صراحه 😂كدا يبقى فعلا كورونا خلتنى اجيب اخرى بجد 🥺💔😂🦠😷,Joking,0,0,0,0,0,0,0,0,0,0,1
الصحة السعودية: 1563 إصابة مؤكدة بـ غالبيتها مستقرة,Neutral,0,0,0,0,0,0,0,0,0,1,0
 ي اخي انشالله كورونا للي يكرهوني 😂😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 الراي كرونا ذالحين واذا انتهت ايسرها الله,Neutral,0,1,0,0,0,0,0,0,0,0,0
 ههههههه لا انتي خبره اكثرر وحاليا كورونا تعالي عقمي بس وجيبي خويتك للجروح تعرفين المعقات صارت غاليه وانتم رخاص😔,Joking,0,0,0,0,0,0,0,0,0,0,1
كورونا قسّمت الناس لثلاث فئات الحاقدين و العنصريين والفئة الثالثة اللي مالها حل اللي يموت بالدراما يطلع بالشارع سننتصر ,Negative,0,0,0,0,0,0,0,1,1,0,0
 اعتقد مقطع قديم قبل كورونا,Neutral,0,1,0,0,0,0,0,0,0,0,0
ما بينتهي كورونا إلا انكشفت الناس كلها ,Negative,0,0,0,0,0,0,0,0,1,0,0
 وليش ماعطيتونا. نفس التجار قروض ميسره ؟! والا كورونا التجار تختلف عن كرونا المواطن الدخل المحدود,Negative,0,0,0,0,0,0,0,1,0,0,0
    للحين؟  How many plates have you broke?  طبيعي ينكسر علي كل يوم صحن ولا المشكلة فيني؟ 🤐    ,Joking,0,0,0,0,0,0,0,0,0,0,1
اعرف معلومات موثقة عن فيروس كورونا أفضل لصحتك وصحة عائلتك..,Neutral,0,1,0,0,0,0,0,0,0,1,0
 يبقي هيجيلك كورونا لا تقلقي 😹😹🤝,Joking,0,0,0,0,0,0,0,0,0,0,1
عاجل | المركز الوطني لمكافحة الأمراض في يسجل إصابتين جديدتين بفيروس كورونا ليرتفع الإجمالي إلى 10,Neutral,0,0,0,0,0,0,0,0,0,1,0
 في تطبيق موعد.               ,Neutral,0,1,0,0,0,0,0,0,0,1,0
نقل 13 حالة إصابة بفيروس كورونا من بعض قري بني سويف إلي مستشفى 15 مايو واشتباه في آخرين,Neutral,0,0,0,0,0,0,0,0,0,1,0
 الذي تم تسويقه و العمل به بعد الحرب العالمية الثانية يتفكك و ينهار الان بفعل ,Neutral,0,1,0,0,0,0,0,0,0,1,0
يجدعان هي كرونا فتات لليل مبتطلعش غير بليل والصبح بتنام,Joking,0,0,0,0,0,0,0,0,0,0,1
    وش أول شيء بتسويه بعد ما ترجع الحياة لطبيعتها ؟,Positive,0,0,1,0,0,0,0,0,0,0,0
ياالله يارب تلطف بمرضى وتزيل هذا الوباء يارب العالمين,Positive,0,0,0,0,0,1,0,0,0,0,0
 السعودية من اطلقت فيروس كورونا على العالم ماورا الشبك,Negative,0,0,0,0,0,0,0,0,1,0,0
 اتوقع ان المقطع قديم قبل كورونا,Neutral,0,1,0,0,0,0,0,0,0,0,0
أكثر من 25 الف إصابه جديده و 750 حالة وفاه خلال ال 24 ساعه الماضيه في أمريكا !..,Neutral,0,0,0,0,0,0,0,0,0,1,0
    إغلاق بعض المناطق في محافظة كإجراء احترازي لحماية المواطنين والمقيمين من تفشي فيروس ,Neutral,0,0,0,0,0,0,0,0,0,1,0
 سالخير يارئاسه 😅😅  كورونا هينتشر لا محاله ..,Negative,0,0,0,1,0,0,1,0,0,0,0
 دلوقتي الحروف اتغيرت   كوره حطو بدالها كورونا 😂  هانت بأذن الله,Joking,0,0,0,0,0,0,0,0,0,0,1
حاجة تجيب جلطة مش كرونا بس المفروض نرفع من معنويات ومناعة الشعب مش نجلطه,Negative,0,0,0,1,0,0,0,1,0,0,0
"اللهم اشف المصابين بداء وكل مريض، وسلم اخواننا في العزل الصحي، واحفظنا وكل مسلم من كل سوءٍ ومكروه.",Positive,0,0,0,0,0,1,0,0,0,0,0
اول كلمة على منصة تويتر   هي دعاء وتوسل الى الله تعالى ان يرحم بعباده الضعفاء الذين لا يمتلكون سواك في اعانتهم للخلاص من فيروس ,Positive,0,0,0,0,0,1,0,0,0,0,0
 نعم بسبب كورونا وتفشي هذا المرض وتخطي الف مصاب,Neutral,0,0,0,0,0,0,0,0,0,1,0
الفرج قريب بإذن الله تعالى ولاكن هل سنعود كما كنا.( قال تعالى وان عدتم عدنا)  ,Positive,0,0,1,0,0,0,0,0,0,0,0
 ي رب ي قلبي مش حمل كرونا والله كفايه التراب الي شميته انهارده دا 😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 انا حاسس ان عندك فوبيا من الكرونا . فانا هبوسك بوسه كرونا كدا,Joking,0,0,0,0,0,0,0,0,0,0,1
 الله يحفظها بس اختنقنا كرونا يمكن اهون من بخور امي 😂😂✨,Joking,0,0,0,0,0,0,0,0,0,0,1
ستمُر أيام وتنتهي قريباً بإذن وستكون أيام من حياتنا عشناها وتعلمنا منها.,Positive,0,0,1,0,0,1,0,0,0,0,0
مو طبيعي!!! وقبل كورونا 31 الف بسبب فايروس الانفلونزا في 2019 😳😳😳😳😳 رقم مخيف,Neutral,0,1,0,0,0,0,0,0,0,0,0
" هذا صحيح، وتوصيات بعض المختصين وبعض الجهات المرجعية ساهميت في ترويع الناس ووسوستهم. ",Negative,0,0,0,0,0,0,1,1,0,0,0
الانهيار الاقتصاد العالمي وبداية نظام دولي جديد     كل الامور بعد كورونا ستكون مختلفه بعده,Neutral,0,0,0,0,0,0,0,0,0,1,0
 حتى كورونا ماقرب منك خايف من كذبك,Joking,0,0,0,0,0,0,0,0,0,0,1
التقليل من خطورة كورونا على مايبدو من البعض هي مشكلة عدم فهمه الصحيح عن هذا المرض,Negative,0,0,0,0,0,0,0,1,1,0,0
وزارة الصحة:    احذروا مندوب التوصيل الغير رسمي فقد يكون سبباً في نقل عدوى كورونا.     ,Neutral,0,0,0,0,0,0,0,0,0,1,0
"انا مش خايف انموت من كورونا ، انا خايف ننجلط من الحكومة الي تنزل خبر في الليل و في النهار تنفيه",Negative,0,0,0,0,0,0,1,1,0,0,0
هل بعد كورونا يكون التوجة من الدول العربية نحو العلم أكثر من ذي قبل,Positive,0,0,1,0,0,0,0,0,0,0,0
الحين لو احد فيه كورونا وسلمت عليه ومعقم يده يجيني؟,Neutral,0,1,0,0,0,0,0,0,0,0,0
 ميسي قضى على كرة القدم قبل ان يقضي عليها كورونا,Joking,0,0,0,0,0,0,0,0,0,0,1
 كورونا آتيكم... ولو كنتم في بروج مشيدة. ولو كنتم جبابرة.,Negative,0,0,0,1,0,0,0,1,0,0,0
 متى ماتوا وكيف ؟    الآن نحن في مرض كورونا ولسنا في مرض انفلونزا الطيور.,Negative,0,0,0,0,0,0,1,1,0,0,0
والله يا بعض البشر أخبث من مرض كورونا .,Negative,0,0,0,0,0,0,0,1,1,0,0
كورونا يتفشى بقاعدة حميميم..   وفيات بالجملة وحجر لـ500 جندي روسي,Neutral,0,1,0,0,0,0,0,0,0,1,0
ترا Dm م فيه كورونا تقدرون تجون تسولفون او ترسلون لي أغنيه,Joking,0,0,0,0,0,0,0,0,0,0,1
ابغى اكلم سوبر ماركت جنبنا ابغى بيبسي وليز وكذا كميات بس احس متفشله ازمه كورونا واطلب اشياء كذا مالها اهميه😩💔,Negative,1,0,0,0,0,0,1,0,0,0,0
 مو كدبة ؟!     يارب تطلع وتطلع مزحة   و أنا عم بحلم,Neutral,0,1,0,0,0,0,0,0,0,0,0
بس نخلص من كورونا وترجع الحياة ناوية اسوي اكبر حفلة طق بحضور ساجدة عبيد,Positive,0,0,1,0,0,0,0,0,0,0,0
موارد كوكب الأرض محدودة  والبشرية تستنفذها    سكان الكوكب في تزايد مستمر  الموارد تُستنفذ ..    لذلك جاء السيد ليصنع الإتزان 😉,Neutral,0,1,0,0,0,0,0,0,0,0,0
 مابسوي شي لان كرونا بيقوم بلواجب فكروا بلوباء بدل الكلام الفاضي,Negative,0,0,0,1,0,0,1,1,0,0,0
