text,optimism,pessimism,sadness,surprise
شعور حلو أنك تفتحين جوالك ع خبر حلو وفرحة ل صديقة العمر عمري أنا الي صارت ام 😭 💜 💜,1,0,0,0
هو ليه كولو عايشلو قصه حب غبيه و شغال يكتب عنها و مجروح و الكلام ده و انا قاعد اتفرج,0,1,1,0
احس بغصه 💔 #غصه #وجع,0,0,1,0
"لا تسألني عن الحياة فالواقع اني ميت منذ زمن"" #ندم",0,1,1,0
هابي بيرثداي 🎈 سنه سعيده يارب و كل ايامك حلوه مثلك ✨ ❤️,1,0,0,0
أنا حزين وما أخفي عليك حزني انت داري ان برودك اول اسبابه,0,0,1,0
#ابتسم و لئن جرعت العلقما فلعل غيرك إن رآك مرنما طرح الكآبة جانبا و ترنما ❤️,1,0,0,0
كل عام وأنتم بخير وتقبل الله منا ومنكم صالح الاعمال #افراح_العيد,1,0,0,0
#اسعد_غيرك3 تأمل قولهﷻ﴿من جاء بالحسنة فله عشر أمثالها ومن جاء بالسيئة فلا يجزى إلا مثلها وهم لايظلمون﴾ زيدوا حسناتكم,1,0,0,0
وساعات بيكون جواك صراخ مكتوم مش عارف نفسك راضي ولا مهموم #شجن,0,0,1,0
#امي يا شمعة حياتي ونبض #روحي #ضفتيلي جرح مع زحمة #جروحي,0,0,1,0
أنتبه لحركة اليدين ولشرود العينين ولارتجافة الصوت وللصمت هذي كانت مصيبتي.,0,0,1,0
والله مستوى اليونايتد مثير للشفقة هذا مو فريق كرة قدم,0,0,1,0
الحزن والكآبة باينه على وجهه بعد الطلاق,0,1,1,0
#قطع_العلاقات_مع_قطر يجرح الخاطر الخذلان جرح عميق أي خذلان يجرحني بغض النظر وكل طعنة تجي من كف أخوك الصديق تعتبر بأي موضع في جسدك بظهر,0,0,1,0
يقطع خفة الدم الي على الصبح 😑 شاركت برتويت الجريمة شكلي #محبط 😂,0,1,0,0
طيب والي عمل كده عرف منين ان كانت مسيحيه او مسلمه اقسم بالله عندهم عقم في عقولهم ربنا ينتقم من الي يعمل كده,0,0,1,0
الخبره قتلوا مرتزقة تعز بالسلاح وانا قتلت مرتزقة التويتر #غيظ يارب لك الحمد هذه الانتصارات هه,1,0,0,0
مو معناه ماعندي هدف ولكن كل مافي الأمر يكون عندي خيار مسبق وتجي عالأخير هذيك الأفكار الوسواسية: ترى يمكن وأحسن وفيه...ألخ. تشوش صفو اختياري.,0,1,0,0
"- لا أكترث للمسافة في غيابك كل ماأخشاه "" المسافة "" في حضورك مؤلم حد الوجع أن تكون غائبا وأنت حاضر #كلمات #تنهيدة_الصباح",0,0,1,0
كتالوج ملخص فيه الاساسيات أقل شي القوانين المهمة طيب :( عطونا القوانين ونحنا بندبر حالنا وبنحل المسائل مهما كانت صعوبتها بلييز,0,1,0,0
ليه الواحد معندوش ترف ان يلاقى حد يسمع سخافته و مشاكله التافهة ولا اللى مش تافهة واللى بيحصل ف اليوم عامة من غير ما يبدى امتعاض ولا زهق,0,1,1,0
@skynewsarabia أرجح أنها راح تستهدف نفسها كما فعلت إيران لأنهم مذعورين من الحقائق اللي انتشرت عنهم وأوضحة علاقتهم باالجماعات الإرهابية,0,1,0,0
حزين سؤالها لما قالت : أهملتيتي يا صديقتي لخاطر مين ؟ .,0,0,1,0
شعري مالاحظت فيه تساقط بالبداية لكن من شهر التساقط بدا يكثر الى اليوم زاد معاي بشكل يخوف😭😭 وش الحل\n#رابطة_المتكممين #مملكة_المتكممين #تكميم,0,0,1,0
أن الشيطان حريص على تحزين وتخويف الإنسان حتى في المنام ولذلك جاءت التوجيهات النبوية بالتحرز من الشيطان بالمعوذات لا إله إلا الله 🌿,0,0,1,0
صباح الذوق والرقة والجمال صباحك حلو متل نفسك الطيبة صباحك زرع اجمل تعابير الكلام وزهر ابتسم من حلو انفاسك 🍃 🌸 🍃,1,0,0,0
بس احتاج انفس عن غضبي افكر بشعري اول شي مسكين حياته مهدده تبعا لمزاجي,0,0,1,0
وانت طيب وبخير يا حبي وبعوده علينا وعليكم الأيام بخير وسعاده يارب,1,0,0,0
هل انت مصري محب لوطنك ام اخواني كاره لنفسك حانق علي العيش لاني مغيب وانت ياجهبز اعلم مني ببواطن الامور وحجة فيالدفاع عن مصلحة,0,1,0,0
الوجع اللي سببته للناس راح تحس فيه طول العمر ماراح تكتبه بقلم وينمسح راح تنهار يوم عن يوم .,0,0,1,0
هو انتوا ليه واخدين التشائم و الخنقة المستمرة و العزلة و الكلام الدبش وتهويل المشاكل و كل صفة وحشة على انهم موضه !!,0,1,0,0
ربّنا .. جدّد فينا روح التفاؤل والأمل\n ولا تجعلنا ضُعفاء أمام ظروف الحياة\n أزرع فينا الطاقة الدائمة  \nوحبّب لنا أيّامنا كيفما كانت يا الله،,1,0,0,0
عندي دموع زايده قلت اطلعها بس,0,1,1,0
@911_mero تعدل نومك خلاص لاتزعجيني 😡,0,1,0,0
أريد لحظة إنفعال لحظة حب لحظة دهشة لحظة إكتشاف لحظة معرفةأريد لحظة تجعل لحياتى معنى إن حياتي من أجل أكل العيش لا معنى لها لأنها مجرد إستمرار,0,1,1,0
@nanygado73 دى النعمة كلها لا حد هيشوف انفعالك ولا دموعك,0,0,1,0
اتقي الله فينا  يا من  تحرف على مزاجك  الاوامر \nالظلم  ظلمات لاسامح الله من اخذ حقوقنا بخير حق  اهني كل وزير وكبير في الدلة وعزي الفقراء,0,0,1,0
@viisakovrwcs اه الحظه جميله  شعور با ألراحه,1,0,0,0
@ra_7e @rico4_ هذي آهات والله مب ضحكه,0,1,1,0
أيوجد شعور أعظم وأجمل وأسعد من ارتجاف قلبك حين تذكر الله فتعلم أنه يذكرك ❤️ لا إله إلا الله,1,0,0,0
يارب خبر يشّبه الغيث، وفرحة تمحِي كُل حُزن، وفرَج لكُل صابِر، وشِفاء لكُل مريض، وإستجابة لكُل دعاء،إنّك على كل شي قدير❤ ..,1,0,0,0
#بسمة_ثغر ابتسم فالحياه قصيره,1,0,0,0
-مبروك المعتقل فلان الفلاني خد إخلاء سبيل *خرج على الأسفلت -لا لسه -يبقى ماتفرحش الا لما يخرج خالص الداخلية كلاب مالهمش أمان,0,1,0,0
"ربي انظر إلى قلبها فإن وجدت حزن او ضيق فبدله فرحاً و اطمئنان وان وجدت هماً فأنزعه ,فهي شي ثمين لدي فاحفظها لي يارب💙",1,0,0,0
يغمرك القرف وتصعقك قدرة الطرف الآخر على الدونية لهذا المستوى ليصبح قلبك اكثر اعراضا وقسوة ورفض ولا اتحدث هنا عن مساكين كسرتهم الحياة,0,0,1,0
نيال الا بدو يعيد بلوطن ويشوف اهلو وأحبابو #حسرة الحمد لله رب العالمين - يشعر بالحنين,0,0,1,0
مرارة الفقد موجعه غصة الحنين مبكيه رحم الله روحا ما زال وجع رحيلها يؤلمني بشده 💔 🔕,0,0,1,0
حسبي على الي خذاك مني وغير أطباعك 💔 #خيبت_ظني #جرح #عتاب #الم,0,0,1,0
جواي طاقه كبيره وانبساط كبييير كتير\nشو اعمل مشان افرغ هالطااقه العاليه هاي !,1,0,0,0
@FaretAlbet ما عم عيط هااااا 😤,0,0,1,1
صباحكم سعادة ودفى ورضا وطمأنينة من الله ❤,1,0,0,0
محدش ينكر إن الكآبة بتبقي attractive برضه 😌,0,1,1,0
الحاجة الوحيدة ال متأكد منها اني مش هنفع ف الكلية دي بس قررت اكمل فيها من باب الاثارة و التشويق,0,1,0,0
@mbc_fm @Ghada_AlAli هلا وغلا فيك صباح السعادة والرضا عليك وعلى المستمعين \nأشتقت أسمع صوتك من أول م دخلت الشهر م سمعت صوتك,1,0,0,0
صباح الخير ✋ 🏻 صاحية من النوم عندي رغبة شديدة في اني البس فستان حلو وهيلز واظبط نفسي وأسهر أحضر حفلة لطيفة كده في مكان لطيف مثلا يعني 🤷 🏻 ‍♀️,1,0,0,0
الفائدة الوحيدة الي يبغونها من بيانهم تخويف اي لاعب بيجي للأهلي معزبهم امر وهم ينفذون لكن على الاهلي حماية اللاعب وبقوة,0,0,1,0
هسا اذا تزوجت 👰👨\nوزوجي صرخ علي😬\nعادي اضربو👊 أو اعمل حالي كيوت وابكي😢\n\nيربي شسوووي😐.🚶 😂😂😂😂😂😂\n\n#شمس_المحتارة 🌚,0,1,0,0
#بشوفگ حته #من_الجنه بشوفگ #ضحكه_وسط_دموع😍        \nكأنگ بنتي من ضلعي وحبگ #عشق_مش_ممنوع ✋💓.\n#TU,1,0,0,0
اللهم الفرح والإبتسامة الأبديه,1,0,0,0
احنا بيهمنا زعل الناس القريبة من قلبنا فعلا الى هو لا دول ماينفعش يزعلوا ونفكر ازاى نراضيهم غير كدة لا ✋ 😀 😍,0,0,1,0
@Deema_sindi @Esmail_CFC أسف على المداخلة لكن هذي من باب الحداد على الموتى و الاسلام يرفض هذا الشيء و السعودية تطبق هذا المنهج ~,0,0,1,0
جدتي أنت التي رحيلك أنزل دمعة أبي فآلمني 💔 فيا رب بقدر حب أبي لها اغفر لها وتجاوز عنها واجمعنا بها في مستقر رحمتك #تغريدات_المتوفين,0,0,1,0
شگرا #دموعي لانك احلي راحة ف 🌸 ي أزفت وقت عندي,0,0,1,0
اكتر شي عجبني باخر حلقة ان كان فيها معدل عالي نسبيا من التشويق و الترقب و هيدا غريب نوعا ما على مسلسل هزلي كوميدي,0,0,0,1
انا خايف بس اني ماعاد اتزوج مع 2030 😂,0,1,0,0
@mr_mlee7 اما ذاك فيه قلة حيا.!! 😶 الله ياخذهم\nصار الحرام شيء عادي عندهم يتفرجون بكل ثقة 😠,0,0,1,0
@dentistaheba الله يبارك فيك وايهنيك هبوش تسلمي ياحبيبه والفال ليك يارب تفرحي بفرحك وبتخرجك افضل دكتوره,1,0,0,0
حانق جدا اتمنى محد يكلمني,0,0,1,0
-ماذا بك يا صديقي -لا شئ سوى اننى حانق وكاره للعالم بمن فيه,0,1,0,0
@mawladdawilah بجد والله حاسه مش طبيعيه 😢,0,1,1,0
”مرحبا هذه تعتبر بداية جديدة وبداية نظيفة تماما أتمنى بأن تكون بداية سعيدة ولطيفة “,1,0,0,0
اللهم في يوم الجمعه أرزقنا حلو الحياة وخير العطاء وسعة في الرزق وراحة البال ولباس العافية وحسن الخاتمة اللهم صلي وسلم وبارك على سيدنا محمد,1,0,0,0
رايقيين و بالنا مرتاح سعيد لنهاية شهر ابريل كأزهار الساكورا عندما تتفتح في موسم الربيع الجميل,1,0,0,0
علي الكلثمي جمع مابين الفكاهة والطموح والصبر تعلمنا منك أشياء كثيرة منها طيبة القلب وتسامح العفوية #علي_الفارس_الفخم,1,0,0,0
خالتو عندها ولدين وحامل بتقولي لو ولد هسميه معاذ ولو بنت روفانا \nافهمها ازاي ان الاسمين مش عاجبني 😄😡😡\nاقولها ازاي ان عاوزة مصطفي أو هنا 😄😍😍,0,1,0,0
#ما يقتلني أن الغريب يقرا بلمحة صغيرة حزن #روحي وأنت المبصر في عيناي دائمآ لم ترى #حزني 😳 😳 #الحلبي,0,0,1,0
وحيد جدا أغلق هاتفي بلا خوف من أن يقلق بشأني أحد أنام طويلا غير مباليه بصباح أو مساء بيوم أو تاريخ,0,1,1,0
#العيد #بهجة #فرح مسجد الصديق كل سنة والأمة كلها بخير ♥,1,0,0,0
عيد سعيد جدا 🙈 ما نعرف كلام كفار,1,0,0,0
7 ايام بذاكر فيها و من قبل ما الجدول الفاينال ينزل بذاكرها واذاكر 250 ورقه و برزنتيشن و اسلايدات و في الاخر يجي برزنتيشن و اسلايدات 😠😬,0,0,1,0
@mbc1 بعدين هو فلسطيني يعني برجع علي وطنه فلسطين العظيمه وليست تل ابيت قهروتي والله يا ام بي سي😡😡😡,0,0,1,0
@MMilka86 في منامي نحلم وانا نوم 💤 في قصور البهجة وشموع ضاوية .\nهيه هذيك هيا نشوف فيك تضيعي في وقتك و وقتي 😊,1,0,0,0
@redappell انا تعبت اقسم بالله ... المشكله اني مش بحب اكسف حد بتحرجله والله 😥😥,0,0,1,0
@iRona07 عشان كده العرب كانو بيشوفو ان اللي عيونهم ملونه نذير شؤم\nتحسي عينه فيها غدر وشر,0,1,0,0
ي الهادي وعلى الحزن بادي ابتسم وخلك مبتهج وكون احسن من العادي غدا اجمل غدا افضل والعمر لسى ب اوله وباقي,1,0,0,0
هذا الوجع الفراغ الوهن الانكسار يدفع الشخص في التفكير في أمور عديده سيئه و في الغالب مُسيئه و سوف تهوي بيه في جحر يعلمه و يكره و لا يتحمله,0,1,1,0
غدا موعد زفافها ولم يتبقى سوى القليل ربي نور لها واجعل السعادة ملازمه حياتها 💍 🖤,1,0,0,0
| أحيانا تندم إنك تعمقت بشخص زيادة لحظتها تتمنى نظرتك الأولى ترجع والعلاقة سطحيه تماما #ندم #ألم #حزن #فراق #حقيقه,0,0,1,0
فيني غصه وضيقه احس بصيح شعور يذبح احساس مرير حسبي الله ونعم الوكيل بس لو يرجع الوقت وراء والله ماصلحتها 😖 #جهل #غباء #خبله # 😈 # 👺,0,0,1,0
حاليا لو حد قالي كلمة عن التفاؤل و التحفيز و انه الحياة جميلة و سهلة 🍳 بهذي ماشي تفاهم بعد,1,1,0,0
و ليه أفرح لما ممكن أكتئب \nو ليه أتجوز لما أنا هنتحر 😂 \n#بهجت \n#ريح_المدام 2017 !,0,1,1,0
أن الحب يمكن أن تكون في كلمة #شكر بسيطة في عبارة #تشجيع في #إبتسامة رضا أو في #حضن تمنحه لصديق ما جفته من سنوات❤️ 😊 🙏 🏻 ❤️ 😊,1,0,0,0
الحال أصلا زفت بس لازم كمان يزود عليه نكد مركز في دخلة العيد ده له ذنب لوحده #تيران_وصنافير_مصرية,0,1,1,0
للاسف ماكنت قضيه مغريه ل انتقم منك انت حدث تافه مايغوي خبثي حتى 😌 👋 🏻,1,0,0,0
ليش ضعيت الوفاء ليش خيبّت الامل ليش سببت الفراق؟.,0,0,1,0
قليل جدآ ال بيحس بالناس فى غربتهم و يقدم لهم المساعده #للأسف,0,1,1,0
- أبيك لو مرة توقف جنبي مابيك تكتب لي ولا أبي تقرا اجرح جميع أعضائي الا قلبي لأن القلوب جروحها ما تبرى :( #حب #حزن #ريتويت #احبك,0,0,1,0
امتعاضي كان له أسبابا عدة كان حصارك لي أحد أسباب ذلك,0,0,1,0
"غادرت صديقتي الحياة فجأه بحادث مروع فاأصبح هذا السؤال اكثر الحاحا من ذي قبل ""متى سأغادر وكيف سأغادر "" يارب أعوذ بك من موت الفجأة",0,0,1,1
يوم جميل: 🌹 #فرحة أطفال #سماء ملبدة بالغيوم #لمعان البروق #صوت الرعد #وبدر ملهم❤,1,0,0,0
@asa_q0 @Abdulazizz08 والخطف مافي خطوره ع المواطن كلمه الامير لاتعملون لجان ايش رايك,0,1,0,0
أي حاجة نفسي فيها اشتهيها بأشتياق وبعد فترة من التعوّد تيجي فترة من الفراق 💔💔,0,1,1,0
ايه اليوم ده بجد في ايه 😤,0,0,1,0
@MubarakAldosari امس الصراحه شرح بالضبط ما عاناه في تلفزيون دولة الكويت .وهذا جزء صغير فما بالك بحقوق موظفين وبدلاتهم #هموم_وزارة_الاعلام,0,1,1,0
حرارة جلدي وخصوصًا يديني ورجليني تزيد بشكل كبير! \nمش سخونة لا.. حرارة\nوكل أحد يسلم عليا يفكرني تعبانة\nمع اني منتبهة لنمط الأكل والرياضة!,0,0,1,0
#الفرحه_انك تكون مذاكر جزء من المنهج وتلاقى الامتحان جاى فى الجزء ده بس ..,1,0,0,0
كل ما قلت اني رح اترك الموبايل وكلشي على السوشل ميديا واقعد على موبايل ابو لوكس من نوكيا تيجيني الغصة,0,0,1,0
يارب كل شي بتتمنيه يصير ربنا يبعد عنك كل شر ويبعد عنك بنات و أولاد الحرام و يقرب منك كل الناس اللي بتحبك وبتخاف عليكي,1,0,0,0
اتمنى مااشوف كلام إشتياق اوحب أو ايا كان إبعدوا عن الدراما شوي وعيشوا الواقع المر,0,1,1,0
"#كفى #الآن, #كفى \n\nعلى #الشعب ان #يثور #ويغضب  #ويقول #كلمته\n\n#تسقط #حكومة  #الإنقاذ\n\n#الطابور #الخامس",0,1,1,0
الله ياخذ القلق اللي جالسه اعيشو ذي الفتره انام ساعتين ولا ثلاث وأقوم اجلس شوي وانعس وارجع انام،الين متى ياربي!,0,0,1,0
كسم خفة رامز جلال ههه خالص,0,1,0,0
من أرآد فهمك بشكل خآطئ #سيفعل حتي وإن وصل به الحد الي أن يعتبر كلمة شكراا #إهانة,0,1,1,0
عاد ذا الأسبوع بالذات تبدلت كل مخططاتي وأهدافي، ولأن أجبرت نفسي على هالبريك أحس إني تائه وفاضي ماعندي سالفة وكذا أحس بالكئآبة,0,0,1,0
#الازمه_الخليجيه تشرفت بلقاء الشيخ تميم بن حمد وكان غارق في التفكير وبعد حديثي معه أخذ يضحك وبدى مسرور وبعدها افقت من الحلم لعله خير,1,0,0,0
المهم إنك تقرين بأنك جبانة ولا تملكين إلا البربرة بالتويتر يلا طقطقي على المهابيل اللي عندك ❤️ 🙏 بالتوفيق,0,1,0,0
تأنيب الضمير ملازمني بشده هالفتره يارب الخلاص,0,0,1,0
وش حل الضيقه اللي تمسك معاك يوم ولا تدري ايش سببها؟.,0,0,1,0
#فوبيا_النخاريب ياربي تموتني شكل الدوائر القريبه من بعض تنرفزني لدرجه ابكي عادي يجيني الي ودي اشلعها شلاع 🚶 🏽 💔,0,0,1,0
اذا بانت البسمه على وجهك احس إني انا المسرور❤.,1,0,0,0
كنت اقاوم النوم من امس بس عشان ما لي خلق للكوابيس و الحين مو قادرة انام.. متقبلة كابوس في قلب العصر عادي,0,1,1,0
محدش هيسال عليك في#غيابك غير اللي هيحس ان يومه ناقص من #غيرك,0,1,1,0
#الطايف_الان\nريحة #مطر و لفحَہ هوا و لون الغيمّ  والمطر 💦\nو آشياء مَا عنهَا غنىّ ، و ياللہ حيّہ هالمساء 💕☁,1,0,0,0
ڪل مآ اريده آلآن غرفة الأنعآش و صوت آلدڪتور يقول آلبقيه ب حيآتڪم آدعوآ له بالرحمه - يشعر بالاستياء,0,1,1,0
صار يحب حزني مايحبني:(,0,1,1,0
ونمت على أمل أن #كفنك كان مجرد #كابوس نمت معتقدا أني سأنسى طقوس العزاء لكن كل شيء كان حيا ما عداك انت #ومضة_حرف #سوالف_روح,0,1,1,0
حاول انك تكون للناس الي حواليك 😍\nضحكة 😁 فرحة 😊 ملجأ 👌 دعوة 🎀 \nوتأكد انه السعادة الي بتعطيها لغيرك 🙈 \nرح ترجعلك بيوم من الايام .. ويمكن اكتر,1,0,0,0
ايه يارب اللي بيحصل فينا ده ليه احنا بس اللي بندفع تمن ثورتنا ظلم وقهر غربه وسجن ومرض \n#وجع\n😓😓,0,0,1,0
مو أحياناً إلا دايماً\nضِحكتك جبْر خاطر.,1,0,0,0
مجرد ابتسامة وحدة بتهز شدة صلابتي,1,0,0,0
صباح الأشياء الصغيرة التي تبدأ بها يومك دعاء كوب قهوة عطر مفضل واغنيه جميله في وسط الزحام - يشعر بالتفاؤل,1,0,0,0
@fofo9439 @thawwil @Adelaltwaijri علي النعمه ياللي اسمك فهد انت اهبل ومانتش فاهم حاجه ... بس حانقول ايه طالع اهبل على امك,0,1,0,0
متى اثير فضولك ؟\nالحين كل شي يثير غضبي مو فضولي لا خلص الصيفي اتفرغ لفضولي💔🙂,0,1,0,0
#السعادة 🌸 لا تحتاج إلى معجزات 🎶 كل ما تحتاجه #قلب متسامح 😍 وجه #مبتسم 😝 #قناعة_بالنصيب ❤ و ثقة تامة بالله 💜 #شيكو,1,0,0,0
الشوق يقتلنا دون أدنى رحمة الحنين كافر #تنهيدة,0,0,1,0
ل كل شخص لطيف مر بحياتي كل عام وانت بخير كل عام والفرحه تغمرك وابتسامتك الجميله م يعكرها حزن ✨ 🎈 #عساكم_من_عوادة,1,0,0,0
انتي مرح و فرح و بهجه وسرور وكل أسباب السعاده 😴 ❤️❤️,1,0,0,0
مشكلة ارتجافي دايم انفضح..,0,0,1,0
قسم بالله ارتجف ارتجاف كأني ميت وبعد المباراة اصدع,0,0,1,0
أشياء تبث السعادة ك رضا الله ورضا الوالدين إبتسامة الإخوة أناس أحبوك لله وفي الله سلامة الصدر وصفاء القلب ونقيه,1,0,0,0
@ZaroutaYoucef هدا يعني اخي الكريم انه يحق لك الاكل و التمتع بقليل من الدلاع و الخبز شهية طيبة 👌🍰🍪🍔🍮🍭🍹🍎🍉🍉🍞,1,0,0,0
ليش يا شيخ كل كلامك عقاب وعذاب ونار ترى الدين ترهيب وترغيب رحمة وحزم مو كله عقاب ونار جهنم أخاف انك توسوس أو تغتر انك فاهم,0,0,1,0
ما ندمت على سكوتي مرة لكنني ندمت على الكلام مرارا #دبي #الامارات #ندم #حب #سكوت,0,1,1,0
مش ضروري لَبْس العيد فرحه بالقلوب الله يقدرنا على زرع الابتسامة والفرح  #شنو_بتلبس_بلعيد,1,0,0,0
أي اقتراح لتظبيط مزاجي قبل صلاة العيد الصبح عشان لو نزلتلهم بالوش ده هيقتلوني وهبقى نكدية ✋ ولا مرحش الصلاة أحسن 🚶,0,1,1,0
@firstnamewaad يازين دوامي 😆,1,0,0,0
الفرح قناعة داخلية اذا ودك تفرح راح تفرح وتكون سعيد والعكس صحيح,1,0,0,0
@_mssa @mosab_alluhabi @HC_MOE1 حتى بعض المرات أشوف الشركات الثانية يرفضون الطلب والناس يتذمرون,0,1,0,0
قالت تستهبلين واضح قام مرتاع هنا حسيت بالغبااء واسأله بوساعة وجه بتتسحر 😂 😂 معليش موب مني من العدسات مخليه الرؤية مغبشه 😔 😂 😂,0,1,0,0
هذي الالعاب ماتناسب خصوصا رزدنت ايفل ممكن تعيش طفل بحالة خوف ورعب,0,0,1,0
#مبسوط 😊 وفخور #انا الليلة #شفت نفسي في #التلفزيون 😍 😍 🏃 #بعد-ما-قفلتو 🐸,1,0,0,0
شعور عظييمم طلعت كل الطاقه الي فيني وفرغت الطاقه السلبيه الي فيني من المدرسه والضغط الي كنت احسه أحس بسعاده شعور م ينوصف والله 😢 😪 ❤❤,1,0,0,0
#ربي لا تجعلني #اعتب 😊 على من لا #يخشى #حزني 😞 ✋,1,0,1,0
حب الخير يجلب السعادة من حيث لا تدري ولو كان في ابسط الامور اقلها الإبتسامه ^_^ ستجد نفسك سعيد مسرور بذلك,1,0,0,0
"🌹 لا تزعلين وتزعل الدنيا "" معاك "" ضحكتك فرحة ل السعيد ول الحزين حتى الفرح لو ضل دربه : إهتداك إنتي جميلة "" فوق ما تتخيلين """,1,0,0,0
"بس حالياً قام أتأمل الفكرة شوي خصوصاً إن كلكم طلعتم بنفس الوقت أحس كأني أتعرف على نفسي\عليكم شيء جميل, أحس هذي لحظة حيوية مفعمة بالحياة شوي",1,0,0,0
وقت الخلاف بلاش تقسوا على بعض.. الخلاف مهما طال مسيره يخلص إنما القسوة وانك تسيب اللي بتحبه ينام زعلان ده عمره ما هيتنسي ابدااا..✋😔💔,0,1,1,0
@ahmedne12 لو جبت 26/30 هبقي فرحان فشخ,1,0,0,0
ويش حيلتي لاصرت اسولف في فراشي احكي لنفسي ونفسي تشتكي قسوة زماني لاسامحك ياذي تعكر لي مزاجي,0,1,1,0
قد لا نعلم حجم الفرح الذي يسكننا حتى يأتي من يبعثه فينا ليبدو على قسماتنا متهللا ~,1,0,0,0
@khalidjassem74 مشاعر مواطن خليجي مخلص ابوجاسم؛ والله ان فينا من الحزن على مايجري بيننا حد البكاء؛ ولكن مالنا غير الدعاء اللهم اصلح احوالنا.,0,0,1,0
ما اشبه الليله بالبارحة حركة النقل هذا العام مثل حركة العام الماضي تعب وقهر وانكسار واحباط من ( وزراة الخيبه ) #اعاده_حركه_النقل_الظالمه2,0,1,1,0
إنتي نفس الكيمياء مهما حاولت اخليك تحبيني تظلين تكرهيني #مود #فضفضة #جرح #اختبار #قياس #حزن #خذلان #فراق,0,1,1,0
فعلا بس فيه تأنيب ضمير بعدين هتزول بس ممكن يتوب,0,0,1,0
مخنوق معصب خليك بالبيت ماتطلع اتقول شكل للبيع ان يوصل عدد الشجار بين الناس 445 حالة شجار بعضها انتها بالموت,0,0,1,0
وش يهمّك لو رضيت ؟ انت .. م تعرف تحب \n- و ينتهي كل العتاب .,0,0,1,0
لا تثير غيرتي عشان م أخسرك و ابتعد عنك بضمير مرتاح كل شي مسموح فيه إلا #الغيرة أخليك لهم و بقلب بارد بدون م اتحسف عليك 👌,0,0,1,0
ومين اللي انفضح من انفضح قتلة الاطفال والنساء والشيوخ ومثيري العنصريه بين المكونات العربيه ومن اعتدى على الاعراض من الذي انفضح,0,1,0,0
كل الخوف خوف إلا الخوف من الله #طمأنينة ❤❤,1,0,0,0
@lyhalana3 تضحكين 😠\nيارب تطحي في واحد مز \nويتكبر عليك \n😂😂😂,0,1,0,0
الواحد مايعرف ينام من الهم حتى وانا نايمه قاعده افكر واكلم نفسي وجع جعلني ما عيدت معهم,0,1,1,0
انو السعادة بتلبئلييييي,1,0,0,0
الإنكسار شي ابد مو حلو خصوصا لما ايي حزه النوم 💔,0,1,1,0
احب جو الصباح اتلذذ فيه هدوء وسكينه وفوق ذا فاطره يالله بسويلي سناك وبقوم اتابع فلمي 💖 ✌ 🏻,1,0,0,0
💞 💞 صباحكم سعادة في اليوم المبارك تقبل الله صيامنا وقيامنا 💞 💞,1,0,0,0
#افرح وخلي الفرح ده عادة بتنام وتصحى عليه بعد #الرضا هاتلاقي سعادة واللي بتحلم بيه,1,0,0,0
الاختبارات قبل رمضان اقسم بالله فرحان لأخواني الطلاب 😍 😍,1,0,0,0
@deena1188 @Ghrayb_ @ie_xix ليه تضحكون اللي صار فلم مرعب ووحشيه 😭😭😭😭يارب يموتون اللي ياكلون الناس,0,0,1,0
من اكتر مخاوفي انه يصير لبيلا شي وانا حية ، بس دحين بفكر لو رموها بعد موتي ؟ اوو عذبوها او اي شي ؟,0,1,1,0
"حاليا عايشه مقطع اغنية ""بكيتك لين ملتني عيوني🙂💔"" مداومه من احين عساس الكلاس الساعه تسع وطلع الساعه عشر ونص بصيح بصيح 😭💔💔💔💔💔",0,0,1,0
#ميلاد_الدعاء15 من رحمة الله بالعباد أن يوفق الله بعضهم أن يدعوا ))لبعض #ميلاد_الدعاء15,1,0,0,0
عيدك سعيد و كل عام و انت بخير اخي و حبيبي فارس ينعاد عليك سنين عديدة يا رب و نحن نشاركك الفرحة يا طيب القلب,1,0,0,0
يومين تلاتة معدتى انهاردة راقبتى مش عارف احركها 😟😟,0,0,1,0
أسوء شعور ممكن يمر عليك لما تسوي شي عشان شخص ، وفي المقابل تجيك منه ردة فعل تخليك فعلا تكره نفسك قبل ما تكره\n#بوح #فراق #مشاعر #خواطر #فراق,0,0,1,0
لاتشيل الهم والدنيا متاع ابتسم عيش الليالي في سرور كم كبير وكم كريم وكم شجاع خلوا الدنيا وعاشوا في قبور,1,0,0,0
يرى الله مكابدتك للحياة بقلب واثق به؛ اطمئن لن يضيعك 🌸 #طمأنينة,1,0,0,0
لهم ثلاث سنوات وهم مانعين اليمنيين من الحج لا من هم على ديدنهم حسبنا الله ونعم الوكيل الله ينتقم منهم,0,0,1,0
اقول لك تصبح على خير الدعا واجمل سلام و اصبح على صدق المحبة واجعل الخافق طهور #سعيد #جروب_النخبة,1,0,0,0
انت مصري أذن انت بائس و حزين,0,1,1,0
لاشيء أجمل من غسل وجه الحزن بإبتسامه وإطفاء الضيق بالاستغفار ابتسم ليس بالضرورة فرحا وإنما ثقة وتفاؤل بأن الله لن يخيب ظنك 💙 🌸,1,0,0,0
كل يوم تعيشه هو منحة من الله فلا تضيعه في #قلق من حاضر أو #خوف من مستقبل أو #حسرة على ماض توكل على الله و ابتسم #صباح_الخير ☺,1,0,0,0
خنقات وبكا😦كيف صار,0,0,1,0
البيت كله مكتئب و حاجة الكآبة سيد الموقف خالص يارب هون وعدي الايام علي خير,0,1,1,0
