text,sentiment_id,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Surprise,Joking
يارب تطلع كذبة نيسان ونخلص 🤦🏻‍♀️        😭,Negative,0,0,0,0,1,1,0,0,0,0,0
سمو الأمير يأمر بالتبرع بخمسة ملايين دينار لصندوق مواجهة انتشار كورونا       الله يطول بعمرك 🤲🏻,Positive,1,1,0,0,0,0,0,0,0,0,0
 ترسل صواريخها لـ ..   و ترسل لبقية العالم رسائل حب .     .,Neutral,0,0,0,0,0,0,0,0,1,1,0
يقول أحد الصالحين عجبت للناس يحذرون من بعض الطعام مخافة المرض ولا يحذرون من الذنوب مخافة النار ...     ,Negative,0,0,0,0,1,1,0,0,0,0,0
نلقاها من كورونا والا م نساهر المخئث ,Negative,0,0,0,1,0,0,1,0,0,0,0
اكثر جمله نفسي اسمعها من اخر 24 ساعه لا يوجد اصابات جديده بفايروس,Positive,1,0,0,0,0,0,0,0,0,0,0
بينما العالم يقاتل كورونا واحتمالية اننا نموت كلنا في مصممه فاتحة بث وتبيع عبي ! فوق الحجر تبي تقهرنا شاسوي فيها العباية وانا ما اقدر اطلع .,Negative,0,0,0,0,0,0,1,0,0,0,0
 | سمو أمير البلاد يأمر بالتبرع بخمسة ملايين دينار لصندوق مواجهة انتشار نيابة عن أسرة الصباح,Neutral,0,0,0,0,0,0,0,0,1,0,0
الاسواق الرطبه في الصين التي كانت مصدر السارس والكورونا عادت للعمل!,Neutral,0,0,0,0,0,0,0,0,0,1,0
رجعونا نداوم انا راضي حتى بخطر كورونا ولا الي قاعدين يسوونه فينا ذا الكلية,Negative,0,0,0,0,0,1,1,0,0,0,0
من المؤكد والمتوقع بأن نسبة المواليد لهذا العام ستزيد عن الأعوام السابقه بنسبة تتجاوز ال 30٪ توقعاتكم ما السبب في ذلك؟,Neutral,0,0,0,0,0,0,0,0,0,1,0
انتفاه جهه من تحت الحنج من اعراض كرونا ؟؟؟,Neutral,0,0,0,0,0,0,0,0,0,1,0
سمو أمير البلاد يأمر بالتبرع بخمسة ملايين دينار لصندوق مواجهة انتشار كورونا نيابةً عن أسرة الصباح,Positive,1,1,0,0,0,0,0,0,0,0,0
"\ثم اكتشفنا أن اليوم الذي كنا نراه عاديًا كان نعمةً كبرى.\""",Neutral,0,0,0,0,0,0,0,0,0,1,0
864 وفاة في بـ خلال 24 ساعة,Neutral,0,0,0,0,0,0,0,0,1,0,0
عاجل | وزارة الصحة البلجيكية: تسجيل 123 حالة وفاة بسبب فيروس كورونا ليرتفع إجمالي الوفيات إلى 828,Neutral,0,0,0,0,0,0,0,0,1,0,0
"من حسنات كورونا انه كشف الاقنعه، وفتح الأعين",Positive,1,0,0,0,0,0,0,0,0,0,0
عندى احتقان فى الزور وبحه فى الصوت بقالى يومين لكن بدون ارتفاع فى درجة الحراره وعايز اعمل تحليل كورونا تنصحونى بإيه ؟,Negative,0,0,0,0,1,0,0,0,0,0,0
عاجل | سلطنة تعلن عزلا صحيا تاما لولاية مطرح بدءا من اليوم وحتى إشعار آخر ضمن إجراءات مواجهة فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
الرئيس يُوقع مرسوم عفو رئاسي لفائدة 5000 سجين كإجراء إحترازي بسبب,Neutral,0,0,0,0,0,0,0,0,1,0,0
لا زال حثالاث البشر شرقا وغربا يعبدون ويعولون عليها أنها من ستنقذهم من جندي الله وانها ستهزمه لا محالة..,Negative,0,0,0,0,0,0,1,0,0,0,0
كورونا أجبرت الاشخاص على انتشال الابداع الذي كان مجوفاً بداخلهم ليَقضوا به حَجْرَهمْ.,Positive,1,0,0,0,0,0,0,0,0,0,0
اللهم اشفى مرضى ليبيا كل ليبيا ومرضى المسلمين  اللهم اشفي كل مريض اصابه هذا الوباء  ,Positive,0,0,1,0,0,0,0,0,0,0,0
 لي تقريبا شهر ما شفت اهلي💔اول مره ابعد عنهم هالمدة حتى بسفر ماصارت,Negative,0,0,0,0,0,1,0,0,0,0,0
عاجل | وزارة الصحة العُمانية: تسجيل 18 إصابة جديدة بفيروس كورونا ليرتفع إجمالي الإصابات إلى 210 وحالة وفاة واحدة,Neutral,0,0,0,0,0,0,0,0,1,0,0
"الأحتلال الصهيوامريكي، هو   المنطقة الذي بحاجة  الى أجتثاث و تطهير...     ",Negative,0,0,0,0,0,0,1,1,0,0,0
تعلن عن تسجيل 18 حالة إصابة جديدة بمرض فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
شكرا لسيدنا .  شكرا لحكومتنا .  شكرا لكل من في الميدان .  حفظ الله الاردن            ,Positive,0,1,0,0,0,0,0,0,0,0,0
"    \\""حدث الله في سجودك عن كل شيء ثم ارفع راسك للحياة بكامل قوتك\""\""",Positive,1,0,1,0,0,0,0,0,0,0,0
يبدو ان ازمة هي نهاية مرحلة المشاهير,Negative,0,0,0,0,0,1,1,0,0,0,0
ماودي اقول بس كورونا خلتني احب السعودية زيادة🇸🇦❤️..,Positive,1,0,0,0,0,0,0,0,0,0,0
⭕️صحة واسط تسجل إصابة بفيروس كورونا لطبيبة مقيمة في مستشفى الزهراء التعليمي.    حسدتكم شنو مو البارحة گلت مسيطرين 🤨,Neutral,0,0,0,0,0,0,0,0,0,1,0
السلطات العراقية تفرج عن 600 محكوم وسجين بسبب كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
وايه ترند دا كمان !!  ثم ان في ناس بتاكل تخلف بتقول ان فيروس كورونا هوا المسيح الدجال   جماعه ربنا يشفيكوا جتكوا القرف 🐸,Negative,0,0,0,0,0,0,1,0,0,0,0
أي زول جاهو برجم قبل كدة م بتجيهو كورونا .   المصدر : صف العيش😑  اوعكم تصدقو زول واقف صف.,Joking,0,0,0,0,0,0,0,0,0,0,1
"| ميرور: وفاة 300 إيراني بعد شرب \الميثانول\"" لاعتقادهم أنه يشفى من كورونا",Neutral,0,0,0,0,0,0,0,0,1,0,0
عاجل | .. ذوقي أمريكا كأس المر     تسجيل 3900 حالة وفاة ونحو 189ألف مصاب بفيروس كورونا في الولايات المتحدة..,Neutral,0,0,0,0,0,0,0,0,1,0,0
اللي بالسياره لحاله ولابس كمامه يذكرني باللي يقول انا خايف علي من نفسي     ,Joking,0,0,0,0,0,0,0,0,0,0,1
إسبانيا تسجل 864 حالة وفاة جديدة بفايروس والإصابات تتجاوز 100 ألف,Neutral,0,0,0,0,0,0,0,0,1,0,0
دولة تغرق المواطن فلوس وتترك تنمية البلد ويصير المواطن يدرس بالخارج ويتعلم بالخارج !! وتجيهم ازمه نفس كورونا تخربط لهم كل شي !! ,Negative,0,0,0,0,0,0,1,0,0,0,0
قيل للحسن البصري :   ألا ترى كثرة الوباء ؟  فقال : أنفق مُمسِك   وأقلع مذنب واتعظ جاحد   ( لاتحسبوه شرا لكم )   ,Positive,1,0,1,0,0,0,0,0,0,0,0
بربي نبلغوا   اللي ماعندوش حتى كرني يتصل ب1868 ويدلي ببيانته ويتحصل على منحة ظرفية ب200 د     Microbe,Neutral,0,0,0,0,0,0,0,0,0,1,0
صار البعض يعجب بالتغريدات اللي فيها سب وكلمات متطرفة واسلوب بعيد عن الرقي والذوق في الطرح والفكر !!!    الظاهر السبب كورونا 😂,Joking,0,0,0,0,0,0,0,0,0,0,1
احساسي ان موضوع كورونا ده بدايه الغيث    وكرونا دي القطره الاولي واللي جاي بعدها اسوا وانها هتكون حرب بيولوجيه بقياده زعيمه الشر,Negative,0,0,0,1,0,0,0,1,0,0,0
عذرا 🎂    ما زلت في حداد ما بعد الأربعين .                ,Negative,0,0,0,0,0,1,0,0,0,0,0
في مشاهير وقت المحاسبة والقبض تختفي اسمائهم   يصيرون مواطنين عاديين 😂😂😂       ,Joking,0,0,0,0,0,0,0,0,0,0,1
ماضيع البلد الا الوافدين ياحكومة وتجار الإقامات الحين كورونا بالبنايات 400 هندي مهبولة 500 جليب الشيوخ اسم حلو بس 200الف زقمبي,Negative,0,0,0,0,0,0,1,0,0,0,0
محافظة تُسجل حالة إصابة جديدة بفيروس لطبيبة مقيمة في مستشفى الزهراء التعليمي في المحافظة.      ,Neutral,0,0,0,0,0,0,0,0,1,0,0
شعاري بهذا المرحلة !   يعني كفاية أنا خريجة كورونا ما ترحموني أونس نفسي بكم؟💔,Negative,0,0,0,0,0,1,0,0,0,0,0
بربي نبلغوا   اللي ماعندوش حتى كرني يتصل ب1868 ويدلي ببيانته ليتحصل على منحة ظرفية ب200 د,Neutral,0,0,0,0,0,0,0,0,0,1,0
"عاجل | يطلق عملية \كبح الجائحة\"" لمواجهة تفشي في ",Neutral,0,0,0,0,0,0,0,0,1,0,0
إقتراح لسيادة إلريس بعمل صندوق جديد إسمه  صندوق ونلم تبرعات وأهي سبوبة جديدة. ياريت يا ريس ١٠٪ لصاحب إلإختراع,Neutral,0,0,0,0,0,0,0,0,0,1,0
كورونا علمتنا درسا في غاية الأهمية :    عندما تبقى وحيدا ستنجو .. وعندما تتبع القطيع ستموت . .,Neutral,0,0,0,0,0,0,0,0,0,1,0
يبدو اننا سنشهد على حرب أو نشهد حرباً      ,Negative,0,0,0,1,1,0,0,0,0,0,0
ماشاء الله على الجزائر ورئيسها تبون إدارة ممتازة جدا لفيروس كورونا حتى الأن أفضل دولة عربية بصراحة,Positive,0,1,0,0,0,0,0,0,0,0,0
والله اللي مابه سفر قبل رمضان وانا كل يوم انتظر يخلص كورونا اجل مالي الا العيد   النفس تبي ديار بعيد مكانها 🤥,Negative,0,0,0,0,0,1,0,0,0,0,0
أين ذلك الملحد الذي قال كيف أُؤمن باللَّه وأنا لا أراه ... لماذا تختبئ في بيتك خشية فيروس لا تراه ...؟   ,Negative,0,0,0,0,0,0,1,1,0,0,0
أين المنظمات الإنسانية      ,Negative,0,0,0,0,0,1,1,0,0,0,0
عندما تغسل يديك خوفآ من كورونا    أكمل الوضوء وصلي خوفآ من الله    🌹🌹مسا الخير 💓💓 للجميع 🌹🌹,Positive,1,0,1,0,0,0,0,0,0,0,0
رب ضارة نافعة...اعتقد ان اصبحت ضمن أعداد وفيات . ولله في خلقه شؤون. ,Positive,1,0,1,0,0,0,0,0,0,0,0
__ك     : تسجيل 16 إصابة جديدة بفيروس ليرتفع عدد الإصابات إلى 479.,Neutral,0,0,0,0,0,0,0,0,1,0,0
هجرة عكسية غير شرعية من الى قوارب مطاطية هروباً من فيروس ...  سبحان مغير الأحوال من حال إلى حال ...,Neutral,0,0,0,0,0,0,0,0,1,1,0
"وفاة رئيس الوزراء الصومالي الأسبق \نور عدي\""، بعد تأكيد إصابته بفيروس المستجد.""",Neutral,0,0,0,0,0,0,0,0,1,0,0
الله يجعلنا اليوم نشوف هبوط شنيع في عدد ارقام حالات كورونا 🙏🏻,Positive,0,0,1,0,0,0,0,0,0,0,0
ان شاء الله تطلع كذبة هيدا اخر أمل عندي,Positive,1,0,0,0,0,0,0,0,0,0,0
شي محيرني  اغلب متابعاتي البنات عندج ١٦ او ١٧ او ١٠٠ متابع  معقوله كورونا جاب نتيجه وخافوا الشباب😅😁,Joking,0,0,0,0,0,0,0,0,0,0,1
    ماذا قدم راشد الماجد للمجتمع خاصة في هذه الأيام     كورونا نبهنا من هم المشاهير بحق,Negative,0,0,0,0,0,0,1,0,0,0,0
__/وزارة الصحة اللبنانية: بلغ عدد الإصابات المثبتة مخبريا بفيروس كورونا 479 إصابة بزيادة 16 حالة عن يوم أمس,Neutral,0,0,0,0,0,0,0,0,1,0,0
 فصيلة أخرى من لكنها أشد خطورة,Negative,0,0,0,0,0,0,1,0,0,0,0
"ارتفاع عدد الإصابات المؤكدة   بـ في إلى 669 إصابة بعد تسجيل 24 إصابة جديدة .     وتم تسجيل 17 حالة وفاة ، وشفاء 10 .",Neutral,0,0,0,0,0,0,0,0,1,0,0
"مانطلع من البيت وصار الخوف ان يجينا للبيت بسبب اغراض السوبر ماركت ، صعب نغسل كل شيء نشتريه يارب ارحمنا برحمتك 😭💔",Negative,0,0,0,0,1,0,0,0,0,0,0
اي اول مكان هترحوه اول ما كورونا تنتهي🙂💜,Neutral,0,0,0,0,0,0,0,0,0,1,0
الوقائع كثيرة .... لكن الحقيقة واحدة      ,Neutral,0,0,0,0,0,0,0,0,0,1,0
متى تتوقع تنتهي أزمة   وترجع الامور طبيعية,Neutral,0,0,0,0,0,0,0,0,0,1,0
يتسابقون في إكتشاف أجهزة تكشف بأسرع وقت !!  الله يأخذكم ركزو على إكتشاف العلاج 😒 وعقب شقونا بالسبق الصحفي ..,Negative,0,0,0,0,0,0,1,0,0,0,0
الصورة قديمة جدا وهي لمرحلة ما قبل كورونا,Neutral,0,0,0,0,0,0,0,0,1,1,0
حياتى بلا امل  امل ماتت بفيروس كرونا وراحت فى الوباء,Joking,0,0,0,0,0,0,0,0,0,0,1
لماذا لا نتعبر الصيدليات وشركات الأدوية الذين استغلوا محنة كورونا (( كمجرمي حرب)) تجب محاكمتهم وغلقها.,Negative,0,0,0,0,0,0,1,0,0,0,0
اعلنت عن وفاة 5 مصابين بفيروس في,Neutral,0,0,0,0,0,0,0,0,1,0,0
انتم متأكدين حسين الجسمي م نزل اغنيه فيها اي تلميح عن كورونا او حجر,Joking,0,0,0,0,0,0,0,0,0,0,1
مش ورانا غير ويجز و كورونا ياجماعه شوفواا جديد,Negative,0,0,0,1,0,0,1,0,0,0,0
يارب يا منّان خلّص البشرية من كورونا ومن متلازمة صفاء الهاشم عاجلًا غير آجل.,Negative,0,0,0,0,0,0,1,0,0,0,0
بعض البشر كانوا نذير شؤم وعلى هيئة مرض كورونا ...  دسيسة 🤗    الله رحم حالك يالمجرم من بنت الهفو,Negative,0,0,0,0,0,0,1,0,0,0,0
ما بعد كورونا   نسف التصور أن الإنسان الغربى متحضر وراقى إنسانيا…,Negative,0,0,0,1,0,1,0,0,0,0,0
__/وزارة الصحة اللبنانية: بلغ عدد الإصابات المثبتة مخبريا بفيروس كورونا 479 إصابة بزيادة 16 حالة عن يوم أمس,Neutral,0,0,0,0,0,0,0,0,1,0,0
__لبنان | 16 إصابة جديدة بـ ليرتفع الإجمالي إلى 479 .,Neutral,0,0,0,0,0,0,0,0,1,0,0
  تسجيل إصابتين مؤكدتين بفيروس كورونا في مركز مدينة الحله 💔,Negative,0,0,0,0,0,1,0,0,0,0,0
كورونا اكبر إختبار للإنسانيه في العصر الحديث ! خلت اي شخص يظهر على حقيقته و طلعت أسوأ و أفضل ما بداخل الناس,Neutral,0,0,0,0,0,0,0,0,0,1,0
لعل كورونا يصحي الحكام العرب  من سبات نومهم وجهلهم.    ,Negative,0,0,0,0,0,0,1,0,0,0,0
الله يقويهم.. لكن ارجو المصابين يلاقون العلاج والاهتمام بعيدا عن الهلع والخوف بالفريق الطبي الموجود بالعالم ,Positive,0,1,0,0,0,0,0,0,0,0,0
"ابك انا قلبي على فرقاك صيني  وانت صاير لعنبو حيك \ كورونا \""",Joking,0,0,0,0,0,0,0,0,0,0,1
__ | أكثر من 3 آلاف وفاة و47 ألف مصاب بـ .,Neutral,0,0,0,0,0,0,0,0,1,0,0
إذا دخلوا الجنة أو النار يعتقدون أن هناك منازل خاصة بهم ومنازل خاصة ل ! هؤلاء العنصريون في الكويت 🍂🇰🇼 ,Negative,0,0,0,0,0,0,1,1,0,0,0
الصحة : لايوجد اثبات ان الحر سيقتل فايروس كورونا     ,Neutral,0,0,0,0,0,0,0,0,1,1,0
"تلقيت الكثير من الاستفسارات بخصوص CPAP, BiPAP وإمكانية الاستفادة منهم في الوضع الراهن لذلك سأقوم بعمل سلسلة تغريدات.",Neutral,0,0,0,0,0,0,0,0,0,1,0
هل تؤمن بالحياة بعد الحجر الصحي؟        ,Neutral,0,0,0,0,0,0,0,0,0,1,0
__🌏🦠🇪🇸ارتفاع الإصابات بفيروس كورونا المستجد في إسبانيا إلى ما يزيد عن 100 ألف حالة ووفاة 9 آلاف تقريباً  فرانس برس  خليك بالبيت 🏡,Neutral,0,0,0,0,0,0,0,0,1,0,0
المستهترين و غير الملتزمين بالأوامر الملكية و الإجراءات الإحترازية للحد من إنتشار ڤايروس .. أشدد علينا خطراً من ڤايروس كورونا .,Negative,0,0,0,0,0,0,1,0,0,0,0
غير معش تحكوا ع كورونا تو ننسوا الموضوع و امر يمشي عادي,Negative,0,0,0,0,0,1,1,0,0,0,0
.    ترى المرض باالموت ماله علاقه   كم من مريضٍ حي ومرافقه مات ..    الهاب بدر    .    .    ,Neutral,0,0,0,0,0,0,0,0,0,1,0
الصحة : لايوجد اثبات ان الحر سيقتل فايروس كورونا     ,Neutral,0,0,0,0,0,0,0,0,1,0,0
واختبرت اختبار ثاني وفل مارك كمان ونشكر ايضاً قروب الشعبه ونشكر كورونا ♥️💚,Positive,1,1,0,0,0,0,0,0,0,0,0
Big brother كان لازم يظهر وجهه الخفي باي شكل من الأشكال وهذه المرة اختار covid-19 بس,Neutral,0,0,0,0,0,0,0,0,0,1,0
الكويت تحرز المركز الاول في مكافحة فيروس كورونا حسب احصائيات المنظمة العالميةللصحة  تهانينا لاحبابنا الكويتيين,Positive,1,1,0,0,0,0,0,0,0,0,0
سويسرا: الأمم المتحدة تعلن عن وجود 9 إصابات بوباء كورونا في صفوف موظفيها بمقر جنيف حتى 30 آذار/ مارس الماضي,Neutral,0,0,0,0,0,0,0,0,1,0,0
معلومات mtv: تأكيد إصابة رتيب في سرية الحرس الحكومي - فصيلة المواكبة في قوى الأمن الداخلي ب ,Neutral,0,0,0,0,0,0,0,0,1,0,0
__ | فرض الحجر الصحي على 50 بلدة وقرية في 21 ولاية لمنع انتشار .,Neutral,0,0,0,0,0,0,0,0,1,0,0
الجريدة:   إغلاق حوادث مستشفى الذّرة بسبب الاشتباه في حالة ,Neutral,0,0,0,0,0,0,0,0,1,0,0
نقيبة أصحاب المختبرات: وزارة الصحة قررت إرجاء إدخال الكواشف السريعة للبنان لأنها لا تظهر نتائج دقيقة خلال فترة حضانة كورونا بالأيام الأولى,Neutral,0,0,0,0,0,0,0,0,1,0,0
أكثر من 250 طبيبًا سعوديًّا يقررون البقاء في للمساعدة في مكافحة,Neutral,0,0,0,0,0,0,0,0,1,0,0
قابلت واحد سعودي في الصيدلية وسأل فيه علاج كورونا رد الصيدلي لا..    قال اجل عطنا فياجرا لين الله يفرجها    😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
الحمد الله وان شا لله الباقين انا من اول اطالب بقفل تطبيق السناب فهو البلا والوبا مثل كرونا واشد,Positive,1,0,1,0,0,0,0,0,0,0,0
"طب وهتودي فين ال 100 مليار يا سيسي اللي \قلت\"" إنك هتواجه بيها كورونا ؟!",Negative,0,0,0,0,0,0,1,1,0,0,0
اذا لم يأتي يومك لن تموت بفيروس كورونا   لكن واجب ان تحتاط.     اللهم ارفع عنا البلاء.,Positive,0,0,1,0,0,0,0,0,0,0,0
لو جالي كورونا اعرفوا ان السبب اخويا اللي بقاله يومين بينزل و لا همه حد ده,Negative,0,0,0,0,0,0,1,0,0,0,0
واحد راح الصيدلية وسأل فيه علاج كورونا رد الصيدلي لا..    قال اجل عطنا فياجرا لين الله يفرجها    😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
رابطة للناس الي بيصير عندهم   خصوصاً هالفتره في كورونا كل النظرات حوليك نظرات شك 🤨 استغفر الله 🤭,Joking,0,0,0,0,0,0,0,0,0,0,1
اصابة رتيب من سرية الحرس الحكومي بفيروس وهو من بلدة الفاعور ,Neutral,0,0,0,0,0,0,0,0,1,1,0
":تأكيد إصابة رتيب في سرية الحرس الحكومي,فصيلة المواكبة في قوى الأمن الداخلي بفايروس ",Neutral,0,0,0,0,0,0,0,0,1,0,0
طيب يا كورونا يارب متكمليش معانا لبعد شهر 6..  عشان مش هستحمل بعد كده الى بيحصل 😀,Negative,0,0,0,1,1,0,0,0,0,0,0
قلبك عامر بالإيمان عباره تناسب الكثير من المغردين مع فيروس كورونا .,Neutral,0,0,0,0,0,0,0,0,0,1,0
"قال النعمان بن بشير رضي الله عنه:  \إن الهلكة كل الهلكة أن تعمل السيئات في زمان البلاء \"".",Neutral,0,0,0,0,0,0,0,0,1,1,0
والله افتكرتها عدد المصابين ف السودان 😹  ,Joking,0,0,0,0,0,0,0,0,0,0,1
"\بعض الأشياء قد تؤلمك، ولكنها ستعلمك أنك كنت على نياتك اكثر من اللازم.\""",Negative,0,0,0,0,0,1,0,0,0,0,0
الاسم لابق بما انه الكورونا بتضرب الجهاز التنفسي وهدول بضربوا الجهاز التنفسي برضو    عاش يا شعب الجبارين ❤😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
بعد ما صرنا مقابلين البيت 24 ساعه   بديت أحس أن اللي نشر امرأه,Joking,0,0,0,0,0,0,0,0,0,0,1
 خلونا من ابو بجاد سؤوال يطرح نفسه ماهي المبادارت التي قدمتها الأندية في ظل ازمة كورونا ؟,Neutral,0,0,0,0,0,0,0,0,0,1,0
انا ملاحظ الكوايته مسويين دراما عشان   هل انتم كذلك 🤔,Joking,0,0,0,0,0,0,0,0,0,0,1
تقديرات بأن يعاني الكيان الصهيوني من عجز في الموازنة يبلغ 34-52 مليار شيكل بسب كلفة مواجهة كورونا,Neutral,0,0,0,0,0,0,0,0,1,1,0
هل يأخذ الناس في محيطك الاحتياطات اللازمة لتفادي كورونا بشكل كافٍ؟ ,Neutral,0,0,0,0,0,0,0,0,0,1,0
اثبتت الأزمه أن بالكويت طاقات مهدره ... يجب على الحكومه إعادة النظر في قضية .. والإتعاظ من هذه الازمه ... 💔 ,Negative,0,0,0,1,0,1,0,0,0,0,0
"الصين تعلن أن عدد المرضى بوباء كورونا المتواجدين في المستشفيات هو 2004 مريض فقط، مع ارتفاع عدد حالات الشفاء إلى أكثرمن 76 ألف حالة.",Neutral,0,0,0,0,0,0,0,0,1,0,0
قراري اليوم عدم التعامل مع جميع شركات الشحن للوقائيه من كورونا,Negative,0,0,0,0,1,0,0,0,0,0,0
هو مين اللي طالع في فيديو بيقول لو عندك كورونا انتقم وادخل القسم ؟,Negative,0,0,0,0,0,0,1,0,0,0,0
تبا لك يا   لو انك جيت في 2011 كان الصعاليك تركوا وما كنا وصلنا الى ما نحن عليه 😒,Negative,0,0,0,0,0,0,1,0,0,0,0
 الحكومة السورية المؤقتة كافة المناطق المحررة خالية من الإصابة بـ    ,Neutral,0,0,0,0,0,0,0,0,1,0,0
العرب من بعد ما جتهم كرونا   خلّوا الواقع وعاشوا فالمواقع :),Joking,0,0,0,0,0,0,0,0,0,0,1
عندما   ينخفض منحنى    💔  ,Positive,0,0,1,0,0,0,0,0,0,0,0
كورونا .. عكس الاتجاه .  كانت النصيحة الابتعاد عن الأشخاص السلبيين.. اليوم أصبحت عن الايجابيين.!,Joking,0,0,0,0,0,0,0,0,0,0,1
بيقولك فيروس كورونا في كلية طب كان دايما من الحاجات الي بتتلغي من المقرر قبل الامتحان ... ده بجد مش هزار,Joking,0,0,0,0,0,0,0,0,0,0,1
 بتستورد مننا وتصدر لينا   😷      👍,Negative,0,0,0,0,0,0,1,1,0,0,0
فيروس يقول لكل تارك صلاة أنه إذا أتيحت لك الفرصة هذه المرة لتصلي بمنزلك فسيأتي يوم لن تتاح الفرصة للصلاة أصلا عندما تقوم الساعة...,Neutral,0,0,0,0,0,0,0,0,0,1,0
عاد الهدوء التام ليلاً إلى مدن العالم. ,Neutral,0,0,0,0,0,0,0,0,0,1,0
اللهم أفرج الغمة عن هذه الأمة 🙏❤🕊          #,Positive,0,0,1,0,0,0,0,0,0,0,0
ف ناس فاكره ان كورونا و الي بيحصل دا كدبه أبريل😂,Joking,0,0,0,0,0,0,0,0,0,0,1
-  وزارة الصحة الكويتية: تسجيل 28 إصابة جديدة بفيروس ليرتفع الإجمالي إلى 317,Neutral,0,0,0,0,0,0,0,0,1,0,0
قلت لكم واعيد واقول ان فايروس كشف وسيكشف جميع الناس على حقيقتهم.,Negative,0,0,0,1,1,0,0,0,0,0,0
فيروس يقول لكل غني انه مهما كنت غنيا فأموالك لن تفيدك لأنه في لحظة ما قد تنعزل عن العالم....,Negative,0,0,0,0,0,1,0,0,0,0,0
مش كذبة:  عودة الحياة في لبنان إلى طبيعتها    لا ولا طل الخبر  ,Neutral,0,0,0,0,0,0,0,0,0,1,0
تخيلو كورونا يختفي وقت الامتحانات ؟ انا اللي باكل خفاش .,Joking,0,0,0,0,0,0,0,0,0,0,1
اللى بيحصل فى العالم من ازمة مقتبس من الفيلم دا,Neutral,0,0,0,0,0,0,0,0,0,1,0
هل كورونا عذاب ام رحمة ام عذاب في باطنه الرحمة ؟ الله أعلم وسعت كل شيء,Positive,1,0,1,0,0,0,0,0,0,0,0
أمير يتبرع بـ 5 ملايين دينار لمواجهة \,Neutral,0,0,0,0,0,0,0,0,1,0,0
العباقرة في وزارة الصحة المصرية اكتشفوا ان الكورونا مرض معد ,Joking,0,0,0,0,0,0,0,0,0,0,1
    الطلاب جالسين يعيشون ازمة دراسية اسوأ من ازمة كورونا,Negative,0,0,0,0,0,1,1,0,0,0,0
"\ اللهم بلغنا شهر رمضان ونحن في احسن حال وارفع الغمة عن الأمة يارب العالمين \""",Positive,0,0,1,0,0,0,0,0,0,0,0
واضح انه مريض صرع   مريض الكورونا ماتصير فيه هالسوالف,Negative,0,0,0,0,1,0,0,1,0,0,0
التنهيف على قصة كذبة نيسان وفيروس كورونا مسخرة وكلام فاضي. يا ريت لو نركز على شغلات أكثر أهمية,Negative,0,0,0,0,0,0,1,0,0,0,0
أمير الكويت يتبرع بـ 5 ملايين دينار لمواجهة \,Neutral,0,0,0,0,0,0,0,0,1,0,0
كرونا قتل ناس مالهم ذنب ف الحياه ومسالمين !! ليش ما يقضي ع الظُلام ؟؟,Negative,0,0,0,0,0,1,1,0,0,0,0
"الحمدلله ان سالفة كورونا بتكون اقوى سالفة احكيها لأحفادي، من زمان شايله هم ايش اسولف لهم",Joking,0,0,0,0,0,0,0,0,0,0,1
الواحد ولا خايف من كورونا ولا اعراضه ولا كل البيحصل... خايف بس انه يموت موته زي دي,Negative,0,0,0,1,1,0,0,0,0,0,0
اتذكرك صديقتي في سجودي وادعو لك   أن نكون سوا بالجنة   المقصودة 👈 كورونا 19 🙏الشعب العالم عربية ما أحب كورونا الله نعل,Positive,0,0,1,0,0,0,0,0,0,0,0
وزارة الصحة: عدد إصابات كورونا 479 بزيادة 16 حالة عن يوم أمس    يا ٥٠٠ نحن قادمون,Neutral,0,0,0,0,0,0,0,0,1,0,0
عندك حق ما الكورونا بتموت ف الجو بتاعكم ده 😂😂😂👌🏻,Joking,0,0,0,0,0,0,0,0,0,0,1
اتمنى ان ينقضي وباء كورونا على العالم بخير وسلام واقل الأضرار,Positive,1,0,1,0,0,0,0,0,0,0,0
مستعد اخش في مناظره ضد اي زول مؤيد لرفع الدعم   ريتويت   ,Negative,0,0,0,0,0,0,1,0,0,0,0
"وزير الإقتصاد الإيطالي 🇮🇹 \روبرتو جوالتيري\"" | إن التوقعات بإنخفاض 6٪ في الناتج المحلي الإجمالي هذا العام بسبب أزمة تعد واقعية.""",Neutral,0,0,0,0,0,0,0,0,1,0,0
اقرأوا يا جماعة  و ربنا يكفينا و يكفيكم و يكفي أهالينا جميعا من و من كل شر و سوء,Positive,0,0,1,0,0,0,0,0,0,0,0
وزارة الصحة العراقية: لايوجد إثبات 100% إن الحر سيقتل فيروس,Neutral,0,0,0,0,0,0,0,0,1,1,0
تسجل 61 إصابة جديدة بفيروس المستجد لتصل إلى 708 حالات.,Neutral,0,0,0,0,0,0,0,0,1,0,0
*وظنوا أنهم مانعتهم حصونهم من اللّه فأتاهم اللّه من حيث لم يحتسبوا*   أعجزهم وأهلكهم والمسلسل مستمر إلى أن يشاء اللّه..,Negative,0,0,0,0,0,1,1,0,0,0,0
