text,sentiment_id,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Surprise,Joking
 وفئات المجتمع الأخرى يافشله البلد في أزمة كورونا اجلوا أقساطهم يا فشله,Negative,0,0,0,0,0,0,1,0,0,0,0
ايران بحكم المنتهي كورونا جايبه العيد فيهم الوفيات تجاوزوا ٥٠ الف والاصابات تجاوزوا المليون اصبر فقط شهر يكون الوضع مفضوح جدا,Negative,0,0,0,1,0,0,0,1,0,0,0
 يارب  آخر أخبار كورونا في العالم  ⁦❤️⁩⁦❤️⁩⁦❤️⁩😷💯💯💯💯  ,Positive,0,0,1,0,0,0,0,0,0,0,0
"ان شبيحة الثورة اللبنانية، وفيروس كورونا وجهان لعملة واحدة،وباء وباء وباء!!!!😮",Negative,0,0,0,0,0,0,1,0,0,0,0
 لا حرج ... كورونا و حجر صحي 😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
  صدقوني كورونا سخط من الله بسبب هل الاشكال   اسجنوهم او اعدموهم   اعملوا خير وخلصونا منهم,Negative,0,0,0,1,0,0,1,0,0,0,0
عاجل | جامعة جونز هوبكنز: تسجيل 865 وفاة بفيروس كورونا في الولايات المتحدة في يوم واحد في حصيلة قياسية,Neutral,0,0,0,0,0,0,0,0,1,0,0
 كورونا تخلص بس وكله هينفتح ويكبس عالمطاعم والكافيهات😂,Joking,0,0,0,0,0,0,0,0,0,0,1
نسأل الله ان يكفينا شر كورونا وتعود الاوضاع الي ما كانت عليه ونتعلم من اخطائنا السابقه .,Positive,0,0,1,0,0,0,0,0,0,0,0
جامعة جونز هوبكنز: تسجيل 865 وفاة بفيروس كورونا في الولايات المتحدة في يوم واحد في حصيلة قياسية,Neutral,0,0,0,0,0,0,0,0,1,0,0
 ان شالله مصدقين في كورونا ..الامر كله سياسي,Negative,0,0,0,0,0,0,0,1,0,0,0
عايزة اعمل قهوة بلبن ف المج الحراري بتاعي و انزل اتمشي ع البحر الساعة ٧ الصبح و اشغل فيروز و بعدها يجيلي كورونا بقي مش مهم,Joking,0,0,0,0,0,0,0,0,0,0,1
"تطبيق Zoom، هو تطبيق مملوك من شركة أمريكية. أرتفعت نسبة إستخدامه أثناء أزمة مما زاد من شهرته على مستوى العالم.  ",Neutral,0,0,0,0,0,0,0,0,1,1,0
دع عنك لومي فإن اللوم اغراءُ   وداوني بالتي كانت هي الداءُ  ,Neutral,0,0,0,0,0,0,0,0,0,1,0
 تعيش أسوأ أحوالها بسبب .. كنا نعتقد أن الأمر سيتوقف في لكن هذا لم يحدث ولا ألوم أحدا,Neutral,0,0,0,0,0,0,0,0,1,1,0
حرفياً .. كورونا طورت العالم ..  كانت بمثابة سحب السهم للرواء للإنطلاق بقوة للمقدمة ..,Positive,1,0,0,0,0,0,0,0,0,0,0
 لا احد يستطيع محاربة امريكا بانها قوية عسكرياً .. لكن كورونا قتل الكثير منهم بدون حرب . سبحان الله,Neutral,0,0,0,0,0,0,0,0,0,1,0
توا كنت في قائمة الطلبات في الفيس وقبلت طلبات صداقة من 50 اسبوع واكثر 🤦🏻‍♀️  حسبي الله ونعم الوكيل في الصين 💔,Negative,0,0,0,0,0,1,1,0,0,0,0
 هاى  مين مضايق من كورونا  ياجى نسلي بعض شويه  ناطركم خاص  ,Negative,0,0,0,0,0,1,1,0,0,0,0
 هههههه لا يا الله زين الي صار بيهم فايروس كورونا باميركا هذوله شنو تكمله عدد ؟؟ يعني صدك اكو هيج ناس تفكر ؟,Joking,0,0,0,0,0,0,0,0,0,0,1
العالم الى اين   عاجل | جامعة جونز هوبكنز: تسجيل 865 وفاة بفيروس كورونا في الولايات المتحدة في يوم واحد في حصيلة قياسية     ✌,Neutral,0,0,0,0,0,0,0,0,1,0,0
 في ناس بتقول هنيدي اللي جاب كورنا من الصين هو الخبر صحيح ولا لا,Joking,0,0,0,0,0,0,0,0,0,0,1
      قطر ترسل مساعدات الي إسرائيل شقيقتها لمواجهه كورونا   الشعب القطري يتكاتف من أجل قطر وحكومتهم تساعد في دمار وهلاك الشعوب,Negative,0,0,0,0,0,0,1,0,0,0,0
ابعدين لاتعدينا ذي علامات كرونا  اتصلي بالرقم٩٣٧  سررعه🤣🤣🤣😅😅😅🤣🤣,Joking,0,0,0,0,0,0,0,0,0,0,1
عاجل | كوريا الجنوبية تسجل 3 وفيات و101 إصابة جديدة بفيروس كورونا خلال الـ 24 ساعة الماضية,Neutral,0,0,0,0,0,0,0,0,1,0,0
 يمكن تقصد الايرانيين الي مالين الكويت وجابو فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
شدو حيلكم شوي    ما تنتهي ازمة كورونا الا والنصر  متجاوز ال 100 بطولة,Joking,0,0,0,0,0,0,0,0,0,0,1
 قلبى والله ياإبمو وانتى وحشتينى اكتر😘😘😍 بس هاعمل ايه كورونا وسنينها بقى واللى عملاه فينا,Neutral,0,0,0,0,0,0,0,0,0,1,0
ان شالله تجيك كرونا وتموتي عشان اسلوووبك بس وتفكيرك,Negative,0,0,0,0,0,0,1,0,0,0,0
فيسبوك تفعل خدمة طلب المساعدة خلال أزمة كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
 معقمات مو بس كرونا في غيرها,Neutral,0,0,0,0,0,0,0,0,0,1,0
بعد أنتهاء أزمة كورونا أي أوروبي يتكلم عن حقوق الإنسان اتفل بوجهه .,Negative,0,0,0,0,0,0,1,0,0,0,0
 ياعيون كورونا غضي بالنظر  اتركينا نطلع ونسلم بالنظر     اتركينا العزل ماخلى حذر  بلا كمامه بنلتقي وبلا معقم بنلتقي,Neutral,0,0,0,0,0,0,0,0,0,1,0
"{وَنَبْلُوكُم بِالشَّرِّ وَالْخَيْرِ فِتْنَةً ۖ وَإِلَيْنَا تُرْجَعُونَ}   أستعد لتجتاز الإختبار،، بإذن الله..",Positive,1,0,1,0,0,0,0,0,0,0,0
 كورونا بالزاويه تحلف ان مالها دخل😭😭,Joking,0,0,0,0,0,0,0,0,0,0,1
وفاة 865 أميركي بيوم واحد!!! اليوم اسوء يوم على أميركا منذ بداية 😥😥😥,Negative,0,0,0,0,1,1,0,0,0,0,0
 اكو اشياء صحيحة و نعرفها   بس مو كورونا خدعة زين الناس الماتت شنو و المصابين حظر التجوال   الاقتصاد اللي بلش ينهار شوية شوية,Negative,0,0,0,1,1,0,1,0,0,0,0
 اقذر دولة فى ازمة كورونا هى الكويت لة حق الجيش العراقي طلعكم بالباس على الحدود,Negative,0,0,0,0,0,0,1,0,0,0,0
 في تطبيق موعد.               ,Neutral,0,0,0,0,0,0,0,0,1,1,0
 بقلعة وادرين ان شاءالله وياليت يجربون عليه لقاحات كورونا الجرذي🤢,Negative,0,0,0,0,0,0,1,0,0,0,0
 يكفي كورونا م نبي السماء تطيح علينا من صواريخك😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
اغلب البنوك المركزية حول العالم أعلنت عن إصلاحات و تحفيزات اقتصادية للشعوب. متي مصرف ليبيا المركزي تضربه كرونا ويساعد الشعب الليبي المسكين؟,Negative,0,0,0,0,0,0,1,0,0,0,0
 بكره ينتشر كورونا بسبب هالجاهل واشكاله    ولا كأن فيه وزراة صحه تحذر كل يوم,Negative,0,0,0,1,1,0,1,0,0,0,0
"اللهم اجعل سلما لأوليائك، حربا على اعدائك 🤲    ",Positive,0,0,1,0,0,0,0,0,0,0,0
 هذي مقاضي كرونا ورمضان وحرب العالمية الثالثه,Joking,0,0,0,0,0,0,0,0,0,0,1
أسامة ماتوحشتيناش   واسيرو تقودو توحشت غا معقودة الله ينعل زامل بوها هاد كورونا,Negative,0,0,0,0,0,1,1,0,0,0,0
  تحول من كذبة ابريل 👈🏾 إلى أزمة كورونا 💔💔💔,Negative,0,0,0,0,0,1,0,0,0,0,0
سنة ٢٠٢٠ ما رتبت الناس فقط في حياتنا  عملت إعادة ترتب للتخصصات أيضاً  فخورة إني,Positive,1,0,0,0,0,0,0,0,0,0,0
 تنتهي الحرب وينتهي الحوثي ويرفع الله بلاء كورونا والستر والعافيه ياخوي,Positive,1,0,1,0,0,0,0,0,0,0,0
 الله يحميكم وين گعدنا ببيوتنا لامظاهرات ولاشي 😔😔 نسأل الله يحمي بلدنا وسائر بلاد المسلمين من خطر كورونا 🙏,Positive,1,0,1,0,0,0,0,0,0,0,0
مازال أمام ترامب 18 شهرا من مواصلة كورونا لحصد ضحاياها.,Negative,0,0,0,1,0,0,1,0,0,0,0
 الحجر الصحي بيطبق على المخالطين لمرضى كورونا الى ان تثبت التحاليل المتعددة خلوهم من المرض خلال عدة ايام,Neutral,0,0,0,0,0,0,0,0,1,0,0
ضعنا يا جدي في زمان كورونا    ع الله,Negative,0,0,0,1,0,0,1,0,0,0,0
مصر في المرتبة 58 في عدد الإصابات بفيروس كورونا   اللهم اجعلنا كما تعودنا    خارج التصنيفدايما,Neutral,0,0,0,0,0,0,0,0,1,0,0
           بارك الله جهود الجميع وسدد خطاهم وطن غالي يستاهل البذل🇸🇦,Positive,1,1,0,0,0,0,0,0,0,0,0
 الفيروسات والمكروبات تدعوا على كورونا يقولوا انهلكنا بسببه صار العالم نظيف,Joking,0,0,0,0,0,0,0,0,0,0,1
قلت لربا فين نروح بعد ما يغلق كورونا   قالتلي سؤالك غلط المفروض تقولي فين مانروح 😭😂😂😂😂😭😂😭😂😭😂😭😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 ازمه كرونا ( تزيل أقنعه البشر وتبنيهم كما هم ) .,Negative,0,0,0,0,0,1,1,0,0,0,0
 انت تتنتحر ولا اقولك اصبر كورونا هتخلص ع الكل,Negative,0,0,0,1,0,0,0,0,0,0,0
"باقي 5 ايام وذكريات سنة من دخول القيادة ترجع تاني و ١٠ ايام من سقوط البشير ونظامه ، شكيتك على الله يا كورونا",Negative,0,0,0,0,0,1,0,0,0,0,0
"كورونا رفعت الغطاء عن وجه الكثيرين من الأفراد والجماعات والدول، واعتقد أن العالم بعد كورونا سيختلف كثيرا عن العالم قبل كورونا.",Neutral,0,0,0,0,0,0,0,0,0,1,0
جلبي من جوا ♥️ وانت طيبة يا صحبي ♥️ واشوفك فرحانه ومبسوطة دايما ♥️  هابي كرونا با بيبي 😂😍😍,Joking,0,0,0,0,0,0,0,0,0,0,1
 هذا مو تخصيص طگ الخارج هذا طگ كورونا الداخل,Neutral,0,0,0,0,0,0,0,0,0,1,0
 كان ماتبش الرئة متاعك تبرع بيها لأحد مصابين كورونا احسن ماتهلكها بالدخان 🤙🏻🤙🏻,Joking,0,0,0,0,0,0,0,0,0,0,1
كرونا هو فايروس لا يسمن ولا يغني من جوع وكلام فاضي (كذبة كرونا) 🤣🤣 ,Joking,0,0,0,0,0,0,0,0,0,0,1
 هبلغو عنكو اوعي اتنين مجانين عندهم كورونا فالشارع,Joking,0,0,0,0,0,0,0,0,0,0,1
تسجل 837 وفاة جديدة بفيروس,Neutral,0,0,0,0,0,0,0,0,1,0,0
 نفسني كورونا تكون هي كدبه ابريل ونخلص,Neutral,0,0,0,0,0,0,0,0,0,1,0
 يلا احمد ربك كورونا ولا جان صدتك بالمدرسه,Joking,0,0,0,0,0,0,0,0,0,0,1
هذي طرده محترمه والسبب يعود الى ازمه كورونا الاقتصاديه. ,Negative,0,0,0,0,1,1,1,0,0,0,0
__محكمة استئناف كربلاء تعلن الافراج عن 149 معتقل لمنع تفشي كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
 أسوء تطبيق قبل أزمة كورونا فمابالك الحين اللهي يعينك,Negative,0,0,0,0,0,1,1,0,0,0,0
 خطرلي مبارح كيف الدور عليه حيكون مترين بين كل واحد والثاني وهاي مأساة أكبر من كورونا حرفياً.,Negative,0,0,0,0,1,1,0,0,0,0,0
كورونا عرفتنا مين الناس المهمة ومين الناس الهلس في الحياة  ,Positive,1,0,0,0,0,0,0,0,0,0,0
 دخلو واشتغلو وصار وباء لازم يردون بلدهم  لو باجر ابوك حاشته كرونا وماكو جهاز حاطين عليه الوافدين بتصرخ تقول ابوي المواطن اولى,Negative,0,0,0,0,1,0,1,0,0,0,0
الهنود في الهند تعذبو من الشرطه اكثر من الفايروس 🤦🏻‍♂️ ,Negative,0,0,0,1,0,0,1,0,0,0,0
لاتكذبون   كورونا مش مقصر   زنجبيل وقرنفل   قرنفل وزنجبيل,Joking,0,0,0,0,0,0,0,0,0,0,1
 فوق مو هم كورونا تجين تدعين علينا؟,Negative,0,0,0,0,0,0,1,0,0,0,0
 يقول ماجبته طناخه كذا ندري انه قبل ازمة كرونا,Joking,0,0,0,0,0,0,0,0,0,0,1
عبدربه منصور هادي مستحيل يصاب بفايروس كورونا لإنه ملتزم بالحجر المنزلي من عام 2015 ..!    كن مثل هادي و قر في بيتك 😐,Positive,1,0,0,0,0,0,0,0,0,0,0
سنة ٢٠٢٠ ما رتبت الناس فقط في حياتنا  عملت إعادة ترتيب للتخصصات أيضاً  فخورة إني,Positive,1,0,0,0,0,0,0,0,0,0,0
ألف إستفهام حول أجهزة كشف COVID19  الصينية الغير صالحة التي باعت لدول أوروبية و وهبت لدول إفريقية؟ و هي الطامحة لقيادة العالم غدا.,Negative,0,0,0,0,0,0,1,1,0,0,0
اجبرنا الحجر المنزلي الذاتي تحميل تويتر من جديد 😂 اول تويت ,Joking,0,0,0,0,0,0,0,0,0,0,1
"لم أكن أعلم أنني أراك في ذلك اليوم للمرة الأخيره، ماتهيأت حرام عليك يا كورونا",Negative,0,0,0,0,0,1,0,0,0,0,0
شييت شوفتها قبل كدا بس من اكونت كورونا حاجة تانية 😰,Negative,0,0,0,0,1,1,0,0,0,0,0
"انها الأوطان ياناس.... ابكي قيثارة الخليج،،، وأن كنت أشعر أنها دموع ذكرى التسعينات. وليست ",Negative,0,0,0,0,0,1,0,0,0,0,0
 الشكر لك بدر على مهنيتك وتغطيتك الرائعة لأزمة كرونا,Positive,0,1,0,0,0,0,0,0,0,0,0
بس ابي اتنفس الله ياخذ كورونا وإيران ولا جامعتنا وش عرفها في التعليم عن بعد صارت تضغطنا عن بعد 💔😒,Negative,0,0,0,0,0,0,1,0,0,0,0
  كذبة إبريل تم الغاها هذا العام ..  لان فيروس كورونا كمّل الكذب على الجميع.  فيروس ملعون ماعنده مزاح!!,Negative,0,0,0,1,0,0,1,0,0,0,0
 حلو عرفتم مع كورونا كيف متحمليهم هههههههههههه,Joking,0,0,0,0,0,0,0,0,0,0,1
 المرض الفتاك كورونا ان شاء الله يروح وينتهي بس شلون مع السياسيين الزبايل أخطر من مرض كورونا هذوله شوكت نخلص منهم,Negative,0,0,0,0,0,0,1,0,0,0,0
المكسيك تعلن ارتفاع عدد المصابين بفيروس إلى 1215 إصابة و29 حالة وفاة,Neutral,0,0,0,0,0,0,0,0,1,0,0
اكثر فئة غاثيني هالفترة وودي اهبدهم اللي يوميًا يسوي كت تويت على حالات كورونا ويعلق يا سااااااتر ياررررررب خلاص انطم انطمممممم,Negative,0,0,0,0,0,0,1,0,0,0,0
 يعني بقعد افكر عند الباب ذي اكتبها لااااا لن افتح بها الباب الزجاجي يا إلهي انه بسبب كورونا فايروس,Negative,0,0,0,0,1,0,0,0,0,0,0
اهخخخ اشتقت لجروي الصغير ولد اختي اخخخخخخ حسبي الله على كورونا للمرة المليون🙏🏻🧎🏻‍♂️,Negative,0,0,0,0,0,1,0,0,0,0,0
أردوغان يتسول على ضحايا كورونا ويطالب المواطنين بالتبرع.. وزعيمة حزب الجيد ترد: تبرع بطائرة قطر التي يبلغ تمنها ٥٠٠ مليون دولار😂😂,Neutral,0,0,0,0,0,0,0,0,0,1,0
للعلم   انا الحين توووه بدأ الليل   العصر عندي الصبح   توقيتي ب كورونا    🤦‍♀️,Joking,0,0,0,0,0,0,0,0,0,0,1
والله مع انه كورونا وحجر واي شي بس انا م مصدقة اني اجزت من صحية الصباح حقت المستشفى وشمس الضهر حقت الرجعة وبنوم وبصحى على راحتي 🙂,Positive,1,0,0,0,0,0,0,0,0,0,0
" احنا الماردنه القناص  شنهي كورونا 🌚♥️  بالبيت أمشي واهوس، بهذا هتاف 😂  ",Joking,0,0,0,0,0,0,0,0,0,0,1
غيفرعو لينا كرنا تاني بالنكت ديال ابريل و كورونا,Negative,0,0,0,0,0,0,1,0,0,0,0
 مدرسة البكالوريا الأمريكية   كتابها ما مسه كورونا ..   بالتعليم عن بعد .. أفتخر بإنتساب عيالي فيها 🙏🏽        ,Positive,1,0,0,0,0,0,0,0,0,0,0
 و اردوغان تبرع برواتبه من أجل مكافحة فايروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
كثير صوتوا على   ٥٩٪ ٢٤٥ صوت   راح اكتب عنه ثريد وبعدين افتح لايف واجاوب على اسالتكم وشرايكم ؟,Neutral,0,0,0,0,0,0,0,0,1,1,0
شن نوضني توا وكان اول فاجعه شوفتها ظهور حالتين كورونا جدد,Negative,0,0,0,0,0,1,0,0,0,0,0
توقعاتكم متى تنتهي أزمة كورونا ؟ ,Positive,1,0,0,0,0,0,0,0,0,0,0
القادم غريب جدا بشكل غير مريح على مستوى العالم هذا الي فهمته كورونا فقط تمهيد ياحبايبي,Negative,0,0,0,1,0,0,0,0,0,0,0
"تسجيل إصابة أكثر من 188 ألف حالة بفيروس ،و وفاة 865 بيوم واحد ليرتفع الإجمالي إلى 3873 وفاة ..",Neutral,0,0,0,0,0,0,0,0,1,0,0
نساء جنوب الغريفة بمنطقة أوباري تطوعن لصنع أقنعة طبية لمستشفى محلي لمكافحة فيروس وسيتم توزيع الأقنعة مجانا.,Neutral,0,0,0,0,0,0,0,0,1,0,0
 العزل تدريجي حسب ما تقضيه المصلحة ووفق قرارات اللجنة العليا المعنية للحد من انتشار فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
كورونا ماقدر يفكنا من فور ديل الله يحرقهم,Negative,0,0,0,0,0,0,1,0,0,0,0
أن شاء الله يكون شهر ابريل شهر خير وتنتهي ازمة كورونا 🙏🏻✨,Positive,1,0,1,0,0,0,0,0,0,0,0
 فديتهم رجال والله 👍  صدقيني مطمنه وقلبي مرتاح النصر حليفنا بأذن الله ✌   بس بينك وبينك كورونا عملت عمايلها 😉,Positive,1,0,0,0,0,0,0,0,0,0,0
 تخلص كرونا ونروح المغرب ناكل مكرونه 😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
توا هكي الحضر لحد امتى حيكون وامتى تنتهي قصه كورونا,Negative,0,0,0,0,1,1,0,0,0,0,0
صحيح ان كورونا مرض وأعوذ ب الله منه بس نظف السوشل ميديا من هالعاهات . ,Neutral,0,0,0,0,0,0,0,0,0,1,0
أني متأكد كورونا من صناعة النساء لأسباب  1_وقفت دوريات كرة القدم  2_سدت المقاهي   3_گعدت رجلهه يمهه,Joking,0,0,0,0,0,0,0,0,0,0,1
 اخويا يبني والله وواحشني كسم كورونا اجدع انت هتروح وهتبقا عال ♥️♥️,Positive,1,0,1,0,0,0,0,0,0,0,0
تحياتي لكل أبناء الجيش المصري بمهامهم في التحصن من فيروس كرونا وتحياتي للرئيس عبد الفتاح السيسي العظيمه في ادارة البلاد في كل الاذمات,Positive,0,1,0,0,0,0,0,0,0,0,0
"تقديري أن العالم سيعير حاجز المليون إصابة قريبًا، وهنا تبدأ الكارثة.  ",Negative,0,0,0,1,1,0,0,0,0,0,0
دوك لي غيكتبو بلي تلقا دوا د كورونا زعما را كدبة أبريل,Negative,0,0,0,1,0,0,1,0,0,0,0
 اتمنى اشوف رأي من يقدس الغرب الآن  بعد ازمة كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
 ان كورونا للحين ما سلم عليك,Joking,0,0,0,0,0,0,0,0,0,0,1
 يارب يجيلك كرونا عشان الغل اللي جواك ده,Negative,0,0,0,0,0,0,1,0,0,0,0
 حتى لايلقطو الناس كورونا من المستشفى لأنه بالأحرى وجودها في المستشفى مكثف,Negative,0,0,0,0,1,0,0,0,0,0,0
وصفة صحية لاستخدام تويتر إبان في حرب ,Neutral,0,0,0,0,0,0,0,0,0,1,0
     أزمة كورونا أثبتت لشعوب العالم الغربي ...     أن هتلر لم يمت,Negative,0,0,0,0,0,1,0,1,0,0,0
"\عنصرية \"" تتصدر ترند العرب ",Negative,0,0,0,0,0,0,1,0,0,0,0
 مسكينه سنيور كورونا 😭😭😭😭😭,Negative,0,0,0,0,0,1,0,0,0,0,0
دخلك مش هول هني ذاتن المستشفيات يلي كنت تبيع كلوة فيا لتغسل الكلوة الثانية؟   ,Negative,0,0,0,0,0,0,1,0,0,0,0
 تعال موج تقهووو معي والله ان يطير كورونا من مخك ‼🤣🤣,Joking,0,0,0,0,0,0,0,0,0,0,1
تشتهر حالات الكورونا بغزة بانها تظهر بالليل ومستقرة ولم تخالط احد 😶😶😶  ,Neutral,0,0,0,0,0,0,0,0,0,1,0
ما يفهمون انه في شي اسمه كورونا بالدنيا بس يفهمون المشاكل🤣🤣,Joking,0,0,0,0,0,0,0,0,0,0,1
 😔 اي يكفي كورونا خرب كل شي,Negative,0,0,0,1,0,1,0,0,0,0,0
   🤣🤣🤣   هم دلو الى عندكم فى قطر 👇👇👇,Joking,0,0,0,0,0,0,0,0,0,0,1
 اتوقع سبب التاخير نقص بالمحاجر والسبب الوافدين الي كل يوم مايحترمون الحظر ويكتشفون فيهم كرونا,Negative,0,0,0,0,0,1,1,0,0,0,0
— عمدة واشنطن: السجن 3 أشهر وغرامة 5 آلاف دولار لمن يخرق الحظر,Neutral,0,0,0,0,0,0,0,0,1,0,0
 كورونا كشف ووضّح كثير اشياء واشخاص الناس كانت غافله معهم,Neutral,0,0,0,0,0,0,0,0,0,1,0
20/4انا والمدام عيد ميلادنا في نفس اليوم هنحتفل بيه غصب عن كورونا إن شاء الله 😂✋,Positive,1,0,0,0,0,0,0,0,0,0,0
يا عزيزي     الاقتصاد ينهار ويعود    والسياحة تتراجع ثم تعود    لكن الأرواح إذا راحت لا تعود !    ,Negative,0,0,0,1,1,1,0,0,0,0,0
 انتهز هذه الفرصة لأقول لك شكرا على كل المعلومات القيمة على فيروس كورونا سواء عبر قناتك او بودكاست مع محمد قاسم 👏,Positive,0,1,0,0,0,0,0,0,0,0,0
يالله بصباح الخير نصحى ع اخبار نفس كذا ! الله يعدى هذي الأيام ع خير 🥺💔 ,Positive,0,0,1,0,0,0,0,0,0,0,0
 طيب ترى من زمان جلسنا نطالب بهدم هذي الحارة وندري فيها فساد ؤباءً اكبر من كورونا بعد بس ماحدا يسمع لمطالب الشعب.,Negative,0,0,0,0,0,0,1,0,0,0,0
 لا ما نضنش حينت صحااااب الحال ما كايعرفوش أبريل... طلق شي حاجة على كورونا تبااات عندهم,Neutral,0,0,0,0,0,0,0,0,0,1,0
السعودية الدولة الوحيدة التي تعاملت مع فايروس كورونا بمسؤولية وحزم ورحمة للجميع .,Positive,0,1,0,0,0,0,0,0,0,0,0
نصيحه للي يحب الحياه ويبي يعيش ابتعد عن كورونا واللاحم,Positive,1,0,0,0,0,0,0,0,0,0,0
 لك الشكر يا كورونا اظهرتي معادن البشر   لكن ايش نقول هذا زمن العاهرات لهم صوت باسم فنانات,Negative,0,0,0,0,0,0,1,0,0,0,0
" والله هذا هو دواء كورونا ، المورال الطالع",Positive,1,0,0,0,0,0,0,0,0,0,0
\﴿ بُشْرَاكُمُ الْيَوْمَ ﴾,Positive,0,0,1,0,0,0,0,0,0,0,0
"عندي سؤال:  باللغة العربية يوجد هناك ضمير غائب،، فكيف للغائب ضمير؟               #",Joking,0,0,0,0,0,0,0,0,0,0,1
مش على الأكيد مع إنوا بياكلوا كل شيء بس هيدا مولود غريب عجيب وكمان عوني كورونا لبنان بشك,Negative,0,0,0,0,1,0,1,0,0,0,0
 نعم كورونا بينت كل واحد علي معدنه ونعم خساره الي كنا نحترمهم ( ونحترمها),Negative,0,0,0,0,0,1,1,0,0,0,0
يتري في اجانب عملوا اكونتات بإسم كرونا   ولا الخنازير دول عندنا احنا بس 🤔,Negative,0,0,0,0,0,0,1,0,0,0,0
كورونا داخل ع الاطفال برجله الشمال الله يهده   خلوا بالكم ع اولادكم بلاش استهتار ربنا يحميهم,Negative,0,0,0,0,1,0,0,0,0,0,0
كم من أولياتك قمت بإعادة ترتيبها أو تبديلها بما هو أهم بالنسبة لك بعد جلوسك مع نفسك في          ,Positive,1,0,0,0,0,0,0,0,0,0,0
الصدق اني مو عارفة اعيش حياة العطالة بعد ١٧ سنة دراسة وسنة امتياز ما اكتملت بسبب .. هيلب :( 💔💔💔,Negative,0,0,0,0,0,1,0,0,0,0,0
 وقت حكم الحين أناس كورونا وحظر  شوف لنا حل 🤣🤦🏻‍♂️  ولا ببلغ عن الطب النفسي الي مسويه بالخيران😜🤣😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 ي حرامي سارقها من حساب كورونا,Negative,0,0,0,0,0,0,1,0,0,0,0
بلد فيها ٣ حالات كورونا منهم واحد مات من كام ساعة ياختي,Neutral,0,0,0,0,0,0,0,0,0,1,0
الكرونا حصل خير ↗️  انتي وحشاني اوي ومش هتاخد بالها 🌚❤,Joking,0,0,0,0,0,0,0,0,0,0,1
على أساس انك ابن زوات ومكلتش   من لحمة الجيش🤔  والله ما حد خلا كرونا تمكن فينا غير البهايم اللي مش عجبينك😎,Negative,0,0,0,0,0,1,1,0,0,0,0
جامعة جون هوبكنز: 865 حالة وفاة في الولايات المتحدة بفعل فيروس كورونا في يوم واحد,Neutral,0,0,0,0,0,0,0,0,1,0,0
 اطقع اثنين في عالم الاعلام هم كورونا الاعلام,Negative,0,0,0,0,0,0,1,0,0,0,0
يهرب من كورونا بيخته الملياري في عرض البحر لله درك يا كورونا بس يدركم الموت ولو كنتم في بروج مشيده,Negative,0,0,0,1,0,1,1,0,0,0,0
__ إغلاق بعض المناطق في محافظة كإجراء احترازي لحماية المواطنين والمقيمين من تفشي فيروس ,Neutral,0,0,0,0,0,0,0,0,1,0,0
مش ممكن ابريل يكون حلو و يلاقوا علاج كورونا و المساجد تتفتح تانى و الجامعه ترجع تانى و نرجع شغلنا و حياتنا,Positive,1,0,0,0,0,0,0,0,0,0,0
   مثال نفتخر فيه ك سعوديين  بارك الله فيك دكتورنا الفاضل,Positive,1,1,0,0,0,0,0,0,0,0,0
"     قروب ايلار لدعم \ ضيفني + ترسل حسابك خاص وابشرو بالاضافات💙✔️""",Neutral,0,0,0,0,0,0,0,0,0,1,0
"ما قبلَ كورونا ليسَ كما بعده ،    ليس اقتصاديًا وسياسيًا فقط .. بل فِكريًّا  وسلوكيًّا .",Neutral,0,0,0,0,0,0,0,0,0,1,0
اعتقد الحين افضل وقت لمحاسبة الفاسدين على شان عندنا الناس دائما تنسى بعد ما يخلص الحدث         ,Negative,0,0,0,0,0,1,1,0,0,0,0
انشاء الله يلقطك كرونا وما تطلعين منه امين     ,Negative,0,0,0,0,0,0,1,0,0,0,0
 اقولك حومو كبودنا تهمشمت خلاص الناس ماتت من كورونا وذولا باقي فرص لعد تعطون خلاص,Negative,0,0,0,1,1,0,1,0,0,0,0
 الناس تفكر ف كرونا وتفكك الاتحاد الاوربي الله لا يجعلني اشجع النصر واجلس افكر ف الهلال نفس تفكيرك,Negative,0,0,0,0,0,0,1,0,0,0,0
 العالم كله محتاج يوقف هذا الوباء طردهم ماهو حل مفروض كل دوله تعالج مواطنيها ومقيميها بدون منه معا ضد كورونا ♥️,Positive,1,0,0,0,0,0,0,0,0,0,0
 ماجاب لنا كورونا الا الايرانيين 👌🏻,Negative,0,0,0,0,0,0,1,1,0,0,0
 هياط ادووووول احلى فلم سعودي شفته ياريت يتم عرضه حاليا,Joking,0,0,0,0,0,0,0,0,0,0,1
كورونا بحياة الله روحي اخرجي من هذا الوطن 😂😂😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
